IDs,metal,motif_class,mechanism_class,oxidation_delta_ilp_minus_reference,full_connectivity_match,metal_connectivity_match,ilp_oxidation,reference_oxidation,ilp_ligands,reference_ligands
HAKHEG,Pt,haptic_or_adjacent_multi_C,coupled_ligand_charge_and_oxidation,-2,1,1,0,2,C1=CCCC=CCC1 || N#CC(=S)C(=S)C#N,C1=CCCC=CCC1 || N#CC([S-])=C([S-])C#N
HALNAK,Cr,carbonyl_like,coupled_ligand_charge_and_oxidation,2,1,1,2,0,CN(C)[C-2]C=C(Sc1ccccc1)c1ccccc1 || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+],CN(C)[C]C=C(Sc1ccccc1)c1ccccc1 || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+]
HARWII,Au,other_C_bound_ligand,coupled_ligand_charge_and_oxidation,2,1,1,3,1,CC(C)N([C-2]Nc1ccc2ccccc2c1-c1cccc2ccccc12)C(C)C || [Cl-],CC(C)N([C]Nc1ccc2ccccc2c1-c1cccc2ccccc12)C(C)C || [Cl-]
HARWOO,Au,other_C_bound_ligand,coupled_ligand_charge_and_oxidation,2,1,1,3,1,CC(C)N([C-2]Nc1ccc2ccccc2c1-c1c(-c2ccccc2)ccc2ccccc12)C(C)C || [Cl-],CC(C)N([C]Nc1ccc2ccccc2c1-c1c(-c2ccccc2)ccc2ccccc12)C(C)C || [Cl-]
HAWXAG,Pd,N_O_only_coordination,metal_disconnection_or_ligand_partition,0,1,1,2,2,O=C(C=C1C=CC=C[N-]1)C(F)(F)F || [O-]C(=Cc1ccccn1)C(F)(F)F,[O-]C(=Cc1ccccn1)C(F)(F)F || [O-]C(=Cc1ccccn1)C(F)(F)F
HAWXEK,Pd,N_O_only_coordination,metal_disconnection_or_ligand_partition,0,1,1,2,2,O=C(C=C1C=CC=C[N-]1)C(F)(F)C(F)(F)F || [O-]C(=Cc1ccccn1)C(F)(F)C(F)(F)F,[O-]C(=Cc1ccccn1)C(F)(F)C(F)(F)F || [O-]C(=Cc1ccccn1)C(F)(F)C(F)(F)F
HAWXOU,Pd,N_O_only_coordination,metal_disconnection_or_ligand_partition,0,1,1,2,2,CC(=O)C=C1C=CC=C[N-]1 || CC([O-])=Cc1ccccn1,CC([O-])=Cc1ccccn1 || CC([O-])=Cc1ccccn1
HAWXUA,Pt,N_O_only_coordination,metal_disconnection_or_ligand_partition,0,1,1,2,2,O=C(C=C1C=CC=C[N-]1)C(F)(F)F || [O-]C(=Cc1ccccn1)C(F)(F)F,[O-]C(=Cc1ccccn1)C(F)(F)F || [O-]C(=Cc1ccccn1)C(F)(F)F
HAYHOG,Re,P_donor_no_M_C,coupled_ligand_charge_and_oxidation,2,1,1,7,5,CC(C)([O-])C(C)(C)O[P-2]1OC(C)(C)C(C)(C)O1 || [Cl-] || [Cl-] || [O-2] || c1ccc(P(c2ccccc2)c2ccccc2)cc1,CC(C)([O-])C(C)(C)OP1OC(C)(C)C(C)(C)O1 || [Cl-] || [Cl-] || [O-2] || c1ccc(P(c2ccccc2)c2ccccc2)cc1
HECYIY,Cr,heterocyclic_carbene_like,coupled_ligand_charge_and_oxidation,2,1,1,2,0,CN(C)C1=C[C-2]NC(c2ccccc2)=N1 || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+],CN(C)C1=C[C]NC(c2ccccc2)=N1 || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+]
HERBAI,Pd,P_donor_no_M_C,coupled_ligand_charge_and_oxidation,-2,1,1,0,2,N#Cc1ccc(C(=S)C=S)cc1 || c1ccc(P(CCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1,N#Cc1ccc(C([S-])=C[S-])cc1 || c1ccc(P(CCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1
HESBUD,Ru,S_Se_donor_no_M_C,coupled_ligand_charge_and_oxidation,2,1,1,4,2,CS(C)=O || C[S-2](C)=O || [Cl-] || [Cl-] || c1ccc(-c2ccccn2)nc1,CS(C)=O || CS(C)=O || [Cl-] || [Cl-] || c1ccc(-c2ccccn2)nc1
HEWCUI,V,N_O_only_coordination,coupled_ligand_charge_and_oxidation,-2,1,1,3,5,COC(=O)C12CN(Cc3ccccn3)CC(C(=O)OC)(C(c3ccccn3)N(C)C1c1ccccn1)C2(O)O || O=O || [O-2],COC(=O)C12CN(Cc3ccccn3)CC(C(=O)OC)(C(c3ccccn3)N(C)C1c1ccccn1)C2(O)O || [O-2] || [O-][O-]
HEYDEW,Mn,carbonyl_like,coupled_ligand_charge_and_oxidation,2,1,1,3,1,[C-2](Nc1ccccc1)N1CCC1 || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || c1ccc(-c2ccccn2)nc1,[C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C](Nc1ccccc1)N1CCC1 || c1ccc(-c2ccccn2)nc1
HIGBEF,Pt,other_C_bound_ligand,coupled_ligand_charge_and_oxidation,2,1,1,4,2,C[S-2](C)=O || Fc1c[c-]c(-c2ccccn2)cc1 || [Cl-],CS(C)=O || Fc1c[c-]c(-c2ccccn2)cc1 || [Cl-]
HIGDIL,Fe,N_O_only_coordination,coupled_ligand_charge_and_oxidation,2,1,1,4,2,[O-]C(=NN=Cc1ccccn1)c1ccccc1Br || [O-]C(=N[N-]C=C1C=CC=C[N-]1)c1ccccc1Br,[O-]C(=NN=Cc1ccccn1)c1ccccc1Br || [O-]C(=NN=Cc1ccccn1)c1ccccc1Br
HIGDOR,Cr,carbonyl_like,coupled_ligand_charge_and_oxidation,2,1,1,2,0,C[C-2]N1CCCC1 || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || c1ccc(P(CCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1,C[C]N1CCCC1 || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || c1ccc(P(CCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1
HIQDUG,V,N_O_only_coordination,coupled_ligand_charge_and_oxidation,-2,1,1,3,5,CC(=O)C=C(C)N=NC(=O)c1ccccc1 || O=C(c1ccccc1)N([O-])c1ccccc1 || [O-2],CC([O-])=CC(C)=NN=C([O-])c1ccccc1 || O=C(c1ccccc1)N([O-])c1ccccc1 || [O-2]
HIQPIH,Ru,halide_containing_no_M_C,coupled_ligand_charge_and_oxidation,2,1,1,4,2,C1=C[N-]C(=C2C=CC=C[N-]2)C=C1 || [Cl-] || [Cl-] || c1ccc(-c2ccccn2)nc1,[Cl-] || [Cl-] || c1ccc(-c2ccccn2)nc1 || c1ccc(-c2ccccn2)nc1
HISLUT,Os,carbonyl_like,coupled_ligand_charge_and_oxidation,2,1,1,2,0,CC(C)P(C1=C2Oc3c(P(C(C)C)C(C)C)cccc3C(C)(C)C2=C[CH-][CH-]1)C(C)C || [C-]#[O+] || [C-]#[O+] || [C-]#[O+],CC(C)P(c1cccc2c1Oc1c(P(C(C)C)C(C)C)cccc1C2(C)C)C(C)C || [C-]#[O+] || [C-]#[O+] || [C-]#[O+]
HISNOM,Pt,other_C_bound_ligand,coupled_ligand_charge_and_oxidation,2,1,1,4,2,COc1ccc([N-]C=C[N-]c2ccc(OC)cc2)cc1 || [CH3-] || [CH3-],COc1ccc(N=CC=Nc2ccc(OC)cc2)cc1 || [CH3-] || [CH3-]
HISYAJ,Ru,haptic_or_adjacent_multi_C,coupled_ligand_charge_and_oxidation,2,1,1,4,2,CC(C(=O)[O-])[S-2](=O)c1ccccc1 || Cc1ccc(C(C)C)cc1 || [Cl-],CC(C(=O)[O-])S(=O)c1ccccc1 || Cc1ccc(C(C)C)cc1 || [Cl-]
HISYIR,Ru,haptic_or_adjacent_multi_C,coupled_ligand_charge_and_oxidation,2,1,1,4,2,CC(C(=O)[O-])[S-2](=O)c1ccccc1 || Cc1c(C)c(C)c(C)c(C)c1C || [Cl-],CC(C(=O)[O-])S(=O)c1ccccc1 || Cc1c(C)c(C)c(C)c(C)c1C || [Cl-]
HIVPEI,Ru,S_Se_donor_no_M_C,coupled_ligand_charge_and_oxidation,2,1,1,4,2,C[S-2](C)=O || Clc1cc(-c2ccccn2)nc(-c2ccccn2)c1 || [Cl-] || [Cl-],CS(C)=O || Clc1cc(-c2ccccn2)nc(-c2ccccn2)c1 || [Cl-] || [Cl-]
HIWLUX,Pt,halide_containing_no_M_C,coupled_ligand_charge_and_oxidation,2,1,1,4,2,Cc1cc(C)c([N-]C=C[N-]c2c(C)cc(C)cc2C)c(C)c1 || [I-] || [I-],Cc1cc(C)c(N=CC=Nc2c(C)cc(C)cc2C)c(C)c1 || [I-] || [I-]
HIXZEU,Rh,heterocyclic_carbene_like,metal_disconnection_or_ligand_partition,0,1,1,1,1,Cn1[c-]c([P+](c2ccccc2)(c2ccccc2)c2ccccc2)c2ccccc21 || [C-]#[O+] || [C-]#[O+] || [Cl-],CN1[C]C(=P(c2ccccc2)(c2ccccc2)c2ccccc2)c2ccccc21 || [C-]#[O+] || [C-]#[O+] || [Cl-]
HIZDEA,Ru,N_O_only_coordination,coupled_ligand_charge_and_oxidation,2,1,1,4,2,C1=C[N-]c2c3c(ccc2=C1)=CC=C[N-]3 || O=C([O-])c1ccccn1 || c1cnc2c(c1)ccc1cccnc12,O=C([O-])c1ccccn1 || c1cnc2c(c1)ccc1cccnc12 || c1cnc2c(c1)ccc1cccnc12
HODGAI,Cr,carbonyl_like,coupled_ligand_charge_and_oxidation,2,1,1,2,0,CC1(C)OCC(C(O)C2OC(C)(C)OC2[C-2]N)O1 || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+],CC1(C)OCC(C(O)C2OC(C)(C)OC2[C]N)O1 || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+]
HOGNOI,Ru,S_Se_donor_no_M_C,coupled_ligand_charge_and_oxidation,2,1,1,4,2,C1=C[N-]C(=C2C=CC=C[N-]2)C=C1 || CC(C)S(=O)c1ccccc1C(=O)[O-] || c1ccc(-c2ccccn2)nc1,CC(C)S(=O)c1ccccc1C(=O)[O-] || c1ccc(-c2ccccn2)nc1 || c1ccc(-c2ccccn2)nc1
HOKTIN,Pd,N_O_only_coordination,metal_disconnection_or_ligand_partition,0,1,1,2,2,O=C(C=C1C=CC=C[N-]1)c1ccccc1 || O=C(C=C1C=CC=C[N-]1)c1ccccc1,[O-]C(=Cc1ccccn1)c1ccccc1 || [O-]C(=Cc1ccccn1)c1ccccc1
HOLBUG,Ni,carbonyl_like,coupled_ligand_charge_and_oxidation,2,1,1,2,0,CC1=C(C)C(C)([P-2](Cl)N=[PH](N(C(C)C)C(C)C)N(C(C)C)C(C)C)C(C)=C1C || [C-]#[O+] || [C-]#[O+] || [C-]#[O+],CC1=C(C)C(C)(P(Cl)N=[PH](N(C(C)C)C(C)C)N(C(C)C)C(C)C)C(C)=C1C || [C-]#[O+] || [C-]#[O+] || [C-]#[O+]
HOLVEJ,Ni,N_O_only_coordination,coupled_ligand_charge_and_oxidation,-2,1,1,0,2,COc1ccc(C(=O)N=NC(C)=C(C)N=NC(=O)c2ccc(OC)cc2)cc1,COc1ccc(C([O-])=NN=C(C)C(C)=NN=C([O-])c2ccc(OC)cc2)cc1
HONNAA,Ru,haptic_or_adjacent_multi_C,coupled_ligand_charge_and_oxidation,-2,1,1,2,4,Cc1c(C)c(C)[c-](C)c1C || O=O || [C-]#Cc1c(F)c(F)c(F)c(F)c1F || c1ccc(P(c2ccccc2)c2ccccc2)cc1,Cc1c(C)c(C)[c-](C)c1C || [C-]#Cc1c(F)c(F)c(F)c(F)c1F || [O-][O-] || c1ccc(P(c2ccccc2)c2ccccc2)cc1
HONVEN,Mn,N_O_only_coordination,coupled_ligand_charge_and_oxidation,-2,1,1,3,5,O=C(N=C1C=C(Cl)C(Cl)=CC1=NC(=O)C([O-])(c1ccccc1)c1ccccc1)C([O-])(c1ccccc1)c1ccccc1 || [O-2],O=C([N-]c1cc(Cl)c(Cl)cc1[N-]C(=O)C([O-])(c1ccccc1)c1ccccc1)C([O-])(c1ccccc1)c1ccccc1 || [O-2]
HOQYER,Ru,haptic_or_adjacent_multi_C,coupled_ligand_charge_and_oxidation,-2,1,1,2,4,Cc1c(C)c(C)[c-](C)c1C || O=O || [C-]#Cc1ccccc1 || c1ccc(P(c2ccccc2)c2ccccc2)cc1,Cc1c(C)c(C)[c-](C)c1C || [C-]#Cc1ccccc1 || [O-][O-] || c1ccc(P(c2ccccc2)c2ccccc2)cc1
HORZOG,Ru,N_O_only_coordination,coupled_ligand_charge_and_oxidation,2,1,1,4,2,N || O=C([O-])C1=CC=CC(=C2C=CC=C(C(=O)[O-])[N-]2)[N-]1 || c1ccc2cnccc2c1 || c1ccc2cnccc2c1,N || O=C([O-])c1cccc(-c2cccc(C(=O)[O-])n2)n1 || c1ccc2cnccc2c1 || c1ccc2cnccc2c1
HOTXUJ,Ru,halide_containing_no_M_C,coupled_ligand_charge_and_oxidation,2,1,1,4,2,[Cl-] || [Cl-] || c1ccc(N=Nc2ncccn2)cc1 || c1ccc([N-]N=c2nccc[n-]2)cc1,[Cl-] || [Cl-] || c1ccc(N=Nc2ncccn2)cc1 || c1ccc(N=Nc2ncccn2)cc1
HOZZON,Mo,N_O_only_coordination,coupled_ligand_charge_and_oxidation,-2,1,1,4,6,CC(=NN=C([O-])c1ccccc1)c1ccccc1[O-] || CO || O=O || [O-2],CC(=NN=C([O-])c1ccccc1)c1ccccc1[O-] || CO || [O-2] || [O-][O-]
HUBVUX,Ru,haptic_or_adjacent_multi_C,coupled_ligand_charge_and_oxidation,2,1,1,4,2,Brc1csc(-c2nc3c4c(c5c(c3[nH]2)=CC=C[N-]5)[N-]C=CC=4)c1 || Cc1ccc(C(C)C)cc1 || [Cl-],Brc1csc(-c2nc3c4cccnc4c4ncccc4c3[nH]2)c1 || Cc1ccc(C(C)C)cc1 || [Cl-]
HUJMEE,Pt,S_Se_donor_no_M_C,coupled_ligand_charge_and_oxidation,2,1,1,4,2,C[S-2](C)=O || [Cl-] || [NH-]C(=O)c1ncn(C2OC(CO)C(O)C2O)n1,CS(C)=O || [Cl-] || [NH-]C(=O)c1ncn(C2OC(CO)C(O)C2O)n1
HUJVUD,Ni,N_O_only_coordination,coupled_ligand_charge_and_oxidation,-2,1,1,0,2,CSC(N=NC(C)=CC(C)=O)=NC(C)=CC(C)=N,CSC(N=C(C)C=C(C)[NH-])=NN=C(C)C=C(C)[O-]
HUJWAK,Ni,N_O_only_coordination,coupled_ligand_charge_and_oxidation,-2,1,1,0,2,CSC(N=NC(C)=CC(=O)c1ccccc1)=NC(C)=CC(C)=N,CSC(N=C(C)C=C(C)[NH-])=NN=C(C)C=C([O-])c1ccccc1
HUMBUO,Ru,haptic_or_adjacent_multi_C,coupled_ligand_charge_and_oxidation,2,1,1,4,2,Cc1c(C)[c-](C(C)(C)O)[c-]1C(C)(C)O || Cc1c(C)c(C)[c-](C)c1C || [Cl-],CC1=C(C)C(C(C)(C)O)=C1C(C)(C)O || Cc1c(C)c(C)[c-](C)c1C || [Cl-]
HUNYOF,Fe,N_O_only_coordination,coupled_ligand_charge_and_oxidation,2,1,1,4,2,[O-]C(=NN=C(c1ccccc1)c1ccccn1)c1ccncc1 || [O-]C(=N[N-]C(=C1C=CC=C[N-]1)c1ccccc1)c1ccncc1,[O-]C(=NN=C(c1ccccc1)c1ccccn1)c1ccncc1 || [O-]C(=NN=C(c1ccccc1)c1ccccn1)c1ccncc1
HUPGOQ,Ir,haptic_or_adjacent_multi_C,coupled_ligand_charge_and_oxidation,2,1,1,5,3,CCC#N || Cc1c(C)c(C)[c-](C)c1C || Cc1cccc(=Nc2[n-]c(N=c3cccc(C)[n-]3)c3ccccc23)[n-]1,CCC#N || Cc1c(C)c(C)[c-](C)c1C || Cc1cccc(N=C2[N-]C(=Nc3cccc(C)n3)c3ccccc32)n1
HUSTIA,W,N_O_only_coordination,coupled_ligand_charge_and_oxidation,-2,1,1,4,6,CC(=NN=C([O-])c1ccncc1)c1ccccc1[O-] || CO || O=O || [O-2],CC(=NN=C([O-])c1ccncc1)c1ccccc1[O-] || CO || [O-2] || [O-][O-]
HUWROG,Ru,carbonyl_like,coupled_ligand_charge_and_oxidation,4,1,1,6,2,CS(C)=O || C[S-2](C)=O || C[S-2](C)=O || [C-]#[O+] || [Cl-] || [Cl-],CS(C)=O || CS(C)=O || CS(C)=O || [C-]#[O+] || [Cl-] || [Cl-]
HUXJOB,Rh,haptic_or_adjacent_multi_C,coupled_ligand_charge_and_oxidation,2,1,1,3,1,C1=CCCC=CCC1 || [C-2](N(c1ccccc1)c1ccccc1)N(c1ccccc1)c1ccccc1 || [Cl-],C1=CCCC=CCC1 || [C](N(c1ccccc1)c1ccccc1)N(c1ccccc1)c1ccccc1 || [Cl-]
HUXTOL,Rh,haptic_or_adjacent_multi_C,coupled_ligand_charge_and_oxidation,2,1,1,3,1,C1=CCCC=CCC1 || CC(C)N([C-2]N(c1ccccc1)c1ccccc1)C(C)C || [Cl-],C1=CCCC=CCC1 || CC(C)N([C]N(c1ccccc1)c1ccccc1)C(C)C || [Cl-]
IBAZAP,Ir,haptic_or_adjacent_multi_C,coupled_ligand_charge_and_oxidation,-2,1,1,1,3,CC1=C(C)[C+](C)C(C)=C1C || CN1C=NN(C)C1 || CN1C=NN(C)C1 || [Cl-],CN1[C]N(C)N=C1 || CN1[C]N(C)N=C1 || Cc1c(C)c(C)[c-](C)c1C || [Cl-]
IBEXAR,Rh,other_C_bound_ligand,coupled_ligand_charge_and_oxidation,2,1,1,3,1,CCCCCCC[C-2]N1Cc2ccccc2C1 || [O-]c1cccc2ccc(CP(c3ccccc3)c3ccccc3)nc12,CCCCCCC[C]N1Cc2ccccc2C1 || [O-]c1cccc2ccc(CP(c3ccccc3)c3ccccc3)nc12
ICEGOO,Pd,S_Se_donor_no_M_C,coupled_ligand_charge_and_oxidation,-2,1,1,0,2,N#CC(=S)C(=S)C#N || S=C1C(=S)N(Cc2ccccc2)CCN1Cc1ccccc1,N#CC([S-])=C([S-])C#N || S=C1C(=S)N(Cc2ccccc2)CCN1Cc1ccccc1
ICEGUU,Pt,S_Se_donor_no_M_C,coupled_ligand_charge_and_oxidation,-2,1,1,0,2,N#CC(=S)C(=S)C#N || S=C1C(=S)N(Cc2ccccc2)CCN1Cc1ccccc1,N#CC([S-])=C([S-])C#N || S=C1C(=S)N(Cc2ccccc2)CCN1Cc1ccccc1
IDAVEQ,Ru,N_O_only_coordination,coupled_ligand_charge_and_oxidation,2,1,1,4,2,C1=C[N-]C(=C2C=CC=C[N-]2)C=C1 || O=c1cccc[n-]1 || c1ccc(-c2ccccn2)nc1,[O-]c1ccccn1 || c1ccc(-c2ccccn2)nc1 || c1ccc(-c2ccccn2)nc1
IDIPIV,Rh,haptic_or_adjacent_multi_C,coupled_ligand_charge_and_oxidation,2,1,1,3,1,C1=CCCC=CCC1 || CN1[C-2]C=CN1C || [I-],C1=CCCC=CCC1 || CN1[C]C=CN1C || [I-]
IFAYUJ,Pt,P_donor_no_M_C,coupled_ligand_charge_and_oxidation,-2,1,1,0,2,O=NC(=O)c1ccccc1O || c1ccc(P(c2ccccc2)c2ccccc2)cc1 || c1ccc(P(c2ccccc2)c2ccccc2)cc1,[O-]N=C([O-])c1ccccc1O || c1ccc(P(c2ccccc2)c2ccccc2)cc1 || c1ccc(P(c2ccccc2)c2ccccc2)cc1
IFEXID,Pt,halide_containing_no_M_C,coupled_ligand_charge_and_oxidation,2,1,1,4,2,CC([N-]N=C1[N-]C(=O)CS1)=C1C=CC=C[N-]1 || [Cl-],CC(=NN=C1[N-]C(=O)CS1)c1ccccn1 || [Cl-]
IGIZUT,Pd,P_donor_no_M_C,coupled_ligand_charge_and_oxidation,-2,1,1,0,2,CC(C)(C)P(Cc1ccccc1CP(C(C)(C)C)C(C)(C)C)C(C)(C)C || O=O,CC(C)(C)P(Cc1ccccc1CP(C(C)(C)C)C(C)(C)C)C(C)(C)C || [O-][O-]
IGUWAI,Ru,haptic_or_adjacent_multi_C,coupled_ligand_charge_and_oxidation,2,1,1,4,2,CP(C)C || [C-2](Nc1ccccn1)c1ccccc1 || c1cc[cH-]c1,CP(C)C || [C](Nc1ccccn1)c1ccccc1 || c1cc[cH-]c1
IHIZEF,Rh,haptic_or_adjacent_multi_C,coupled_ligand_charge_and_oxidation,2,1,1,3,1,C1=CCCC=CCC1 || COc1ccccc1N1[C-2]N(c2c(C)cc(C)cc2C)CCCC1 || [Cl-],C1=CCCC=CCC1 || COc1ccccc1N1[C]N(c2c(C)cc(C)cc2C)CCCC1 || [Cl-]
IHOCEO,Rh,haptic_or_adjacent_multi_C,coupled_ligand_charge_and_oxidation,2,1,1,3,1,C1=CCCC=CCC1 || COc1ccccc1N1[C-2]N(c2c(C(C)C)cccc2C(C)C)CCCC1 || [Cl-],C1=CCCC=CCC1 || COc1ccccc1N1[C]N(c2c(C(C)C)cccc2C(C)C)CCCC1 || [Cl-]
IKOCUH,Pd,other_C_bound_ligand,coupled_ligand_charge_and_oxidation,2,1,1,4,2,CC(C)c1cccc(C(C)C)c1N=Cc1ccc2cccc(O)c2c1[O-] || C[S-2](C)=O || [CH3-],CC(C)c1cccc(C(C)C)c1N=Cc1ccc2cccc(O)c2c1[O-] || CS(C)=O || [CH3-]
IMIXOS,Au,other_C_bound_ligand,coupled_ligand_charge_and_oxidation,2,1,1,3,1,CC(N[C-2]Nc1ccccn1)c1ccccc1 || [Cl-],CC(N[C]Nc1ccccn1)c1ccccc1 || [Cl-]
INISEE,Ru,S_Se_donor_no_M_C,coupled_ligand_charge_and_oxidation,2,1,1,4,2,CC(C)[S-2](=O)c1ccccc1[O-] || c1cnc2c(c1)ccc1cccnc12 || c1cnc2c(c1)ccc1cccnc12,CC(C)S(=O)c1ccccc1[O-] || c1cnc2c(c1)ccc1cccnc12 || c1cnc2c(c1)ccc1cccnc12
INUDAW,Pt,P_donor_no_M_C,metal_disconnection_or_ligand_partition,0,1,1,2,2,[Cl-] || [Cl-] || c1ccc([N+]2=Nc3c(ccc4ccccc34)[N-]C2c2ccccc2P(c2ccccc2)c2ccccc2)cc1,[Cl-] || [Cl-] || c1ccc(N2N=c3c(ccc4ccccc34)=NC2c2ccccc2P(c2ccccc2)c2ccccc2)cc1
IPEQOJ,Ru,halide_containing_no_M_C,coupled_ligand_charge_and_oxidation,2,1,1,4,2,C1=C[N-]c2c3c(ccc2=C1)=CC=C[N-]3 || [Cl-] || c1ccc(-c2cccc(-c3ccccn3)n2)nc1,[Cl-] || c1ccc(-c2cccc(-c3ccccn3)n2)nc1 || c1cnc2c(c1)ccc1cccnc12
IQITOT,Os,carbonyl_like,coupled_ligand_charge_and_oxidation,2,1,1,2,0,C1=C[CH-][CH-]C(P(c2ccccc2)c2ccccc2)=C1 || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+],[C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || c1ccc(P(c2ccccc2)c2ccccc2)cc1
IQUFEH,Mn,carbonyl_like,coupled_ligand_charge_and_oxidation,2,1,1,3,1,CC(=O)NCC1=CC(=C2C=C(CNC(C)=O)C=C[N-]2)[N-]C=C1 || [Br-] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+],CC(=O)NCc1ccnc(-c2cc(CNC(C)=O)ccn2)c1 || [Br-] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+]
IRUTUL,Pd,P_donor_no_M_C,coupled_ligand_charge_and_oxidation,2,1,1,4,2,c1ccc(P(N=c2[n-]ncs2)c2ccccc2)cc1 || c1ccc([P-2](N=c2[n-]ncs2)c2ccccc2)cc1,c1ccc(P(N=c2[n-]ncs2)c2ccccc2)cc1 || c1ccc(P(N=c2[n-]ncs2)c2ccccc2)cc1
ISAKOD,Pt,other_C_bound_ligand,coupled_ligand_charge_and_oxidation,2,1,1,4,2,COP(c1ccccc1)c1ccccc1 || CO[P-2](c1ccccc1)c1ccccc1 || [CH3-] || [CH3-],COP(c1ccccc1)c1ccccc1 || COP(c1ccccc1)c1ccccc1 || [CH3-] || [CH3-]
ITOHIJ,Rh,C_N_donor_cyanide_or_isocyanide,coupled_ligand_charge_and_oxidation,-2,1,1,1,3,CC(=Nc1c(C)cccc1C)C(C)=Nc1c(C)cccc1C || O=O || [C-]#[N+]C(C)(C)C || [Cl-],CC(=Nc1c(C)cccc1C)C(C)=Nc1c(C)cccc1C || [C-]#[N+]C(C)(C)C || [Cl-] || [O-][O-]
ITOYEX,Pt,S_Se_donor_no_M_C,coupled_ligand_charge_and_oxidation,2,1,1,4,2,C[S-2](C)=O || Cn1ccnc1 || [I-] || [I-],CS(C)=O || Cn1ccnc1 || [I-] || [I-]
IVAMID,Pd,P_donor_no_M_C,coupled_ligand_charge_and_oxidation,2,1,1,2,0,CP(C)C || C[B-2](c1ccccc1P(c1ccccc1)c1ccccc1)c1ccccc1P(c1ccccc1)c1ccccc1,CB(c1ccccc1P(c1ccccc1)c1ccccc1)c1ccccc1P(c1ccccc1)c1ccccc1 || CP(C)C
IVEVIQ,Fe,haptic_or_adjacent_multi_C,coupled_ligand_charge_and_oxidation,2,1,1,4,2,CN1[C-2][B-]1(Cl)Cl || Cc1c(C)c(C)[c-](C)c1C || [C-]#[O+] || [C-]#[O+],CN1[C][B-]1(Cl)Cl || Cc1c(C)c(C)[c-](C)c1C || [C-]#[O+] || [C-]#[O+]
IVEVOW,Fe,haptic_or_adjacent_multi_C,coupled_ligand_charge_and_oxidation,2,1,1,4,2,Cc1c(C)c(C)[c-](C)c1C || Cl[B-]1(Cl)[C-2]N1C1CCCCC1 || [C-]#[O+] || [C-]#[O+],Cc1c(C)c(C)[c-](C)c1C || Cl[B-]1(Cl)[C]N1C1CCCCC1 || [C-]#[O+] || [C-]#[O+]
IVEWIR,Fe,haptic_or_adjacent_multi_C,coupled_ligand_charge_and_oxidation,2,1,1,4,2,Cc1c(C)c(C)[c-](C)c1C || [C-]#[O+] || [C-]#[O+] || [CH-2]N([B-](Cl)(Cl)Cl)C(C)(C)C,Cc1c(C)c(C)[c-](C)c1C || [C-]#[O+] || [C-]#[O+] || [CH]N([B-](Cl)(Cl)Cl)C(C)(C)C
JAJYOI,Cr,carbonyl_like,coupled_ligand_charge_and_oxidation,2,1,1,2,0,COc1ccccc1[C-2]NCc1ccco1 || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+],COc1ccccc1[C]NCc1ccco1 || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+]
JALBEE,Mo,N_O_only_coordination,coupled_ligand_charge_and_oxidation,-4,1,1,2,6,COCC1N=C(c2ccccn2)OC1c1ccccc1 || O=O || O=O || [O-2],COCC1N=C(c2ccccn2)OC1c1ccccc1 || [O-2] || [O-][O-] || [O-][O-]
JAQKER,Pd,other_C_bound_ligand,metal_disconnection_or_ligand_partition,0,1,1,2,2,CC1=[N+]=c2ccccc2=C1[C-2][Si](C)(C)C || CCP(CC)CC || CCP(CC)CC || [Cl-],CC1=Nc2ccccc2C1=[C-][Si](C)(C)C || CCP(CC)CC || CCP(CC)CC || [Cl-]
