IDs,charge,in_graph_consensus,status,validated,extraction_method,n_atoms,n_edges,n_heavy_edges,edges_0,error
ESIZUC,0,1,ok,1,fast_binary,53,56,32,0-1;0-2;0-3;0-4;0-33;0-34;3-7;3-15;4-5;4-6;5-16;5-19;6-21;7-8;7-9;9-10;9-11;11-12;11-13;13-14;13-15;15-16;16-17;16-18;19-20;19-21;21-22;22-23;22-31;23-24;23-25;25-26;25-27;27-28;27-29;29-30;29-31;31-32;33-35;33-37;33-41;34-36;34-45;34-49;37-38;37-39;37-40;41-42;41-43;41-44;45-46;45-47;45-48;49-50;49-51;49-52,
ESOBEU,1,1,ok,1,fast_binary,53,59,35,0-1;0-2;0-3;0-4;0-5;0-6;1-35;1-50;2-38;2-41;3-44;3-47;5-9;5-17;6-7;6-8;7-18;7-21;8-23;9-10;9-11;11-12;11-13;13-14;13-15;15-16;15-17;17-18;18-19;18-20;21-22;21-23;23-24;24-25;24-33;25-26;25-27;27-28;27-29;29-30;29-31;31-32;31-33;33-34;35-36;35-37;35-38;38-39;38-40;41-42;41-43;41-44;44-45;44-46;47-48;47-49;47-50;50-51;50-52,
ESOCEV,1,1,ok,1,fast_binary,54,61,41,0-44;0-46;0-47;0-48;0-49;0-52;1-44;1-45;2-3;2-4;2-46;4-5;4-6;6-7;6-8;8-9;8-10;10-11;10-46;11-12;11-44;11-50;12-13;12-47;13-14;13-15;15-16;15-17;17-18;17-19;19-20;19-47;21-22;21-23;21-48;23-24;23-25;25-26;25-27;27-28;27-29;29-30;29-48;30-31;30-52;30-53;31-32;31-49;32-33;32-34;34-35;34-36;36-37;36-38;38-39;38-49;40-41;40-42;40-43;40-53;50-51,
ESODEW,0,1,ok,1,fast_binary,49,51,34,0-1;0-3;0-5;0-7;0-9;0-11;1-2;3-4;5-6;7-8;9-10;11-12;11-15;12-13;12-14;15-16;15-27;15-38;16-17;16-25;17-18;17-19;19-20;19-21;21-22;21-23;23-24;23-25;25-26;27-28;27-36;28-29;28-30;30-31;30-32;32-33;32-34;34-35;34-36;36-37;38-39;38-47;39-40;39-41;41-42;41-43;43-44;43-45;45-46;45-47;47-48,
ESOHUQ,0,1,ok,1,fast_binary,34,36,23,0-1;0-2;2-3;2-14;2-25;3-4;3-12;4-5;4-6;6-7;6-8;8-9;8-10;10-11;10-12;12-13;14-15;14-23;15-16;15-17;17-18;17-19;19-20;19-21;21-22;21-23;23-24;25-26;25-27;27-28;27-33;28-29;29-30;29-31;31-32;31-33,
ESOJAY,0,1,ok,1,fast_binary,47,50,31,0-1;0-2;1-3;1-5;1-26;2-37;3-4;3-16;5-6;5-14;6-7;6-8;8-9;8-10;10-11;10-12;12-13;12-14;14-15;16-17;16-25;17-18;17-19;19-20;19-21;21-22;21-23;23-24;23-25;26-27;26-35;27-28;27-29;29-30;29-31;31-32;31-33;33-34;33-35;35-36;37-38;37-46;38-39;38-40;40-41;40-42;42-43;42-44;44-45;44-46,
ESOJIG,0,1,ok,1,fast_binary,44,47,30,0-1;0-2;1-3;2-13;2-24;2-35;3-4;3-11;4-5;5-6;5-7;7-8;7-9;9-10;9-11;11-12;13-14;13-22;14-15;14-16;16-17;16-18;18-19;18-20;20-21;20-22;22-23;24-25;24-33;25-26;25-27;27-28;27-29;29-30;29-31;31-32;31-33;33-34;35-36;35-37;37-38;37-43;38-39;39-40;39-41;41-42;41-43,
ESOJUR,0,1,ok,1,fast_binary,71,78,50,0-1;0-2;0-3;0-8;1-4;1-27;1-38;4-5;4-17;5-6;5-9;6-7;6-15;7-8;7-26;8-49;8-60;9-10;9-11;11-12;11-13;13-14;13-15;15-16;17-18;17-26;18-19;18-20;20-21;20-22;22-23;22-24;24-25;24-26;27-28;27-36;28-29;28-30;30-31;30-32;32-33;32-34;34-35;34-36;36-37;38-39;38-47;39-40;39-41;41-42;41-43;43-44;43-45;45-46;45-47;47-48;49-50;49-58;50-51;50-52;52-53;52-54;54-55;54-56;56-57;56-58;58-59;60-61;60-69;61-62;61-63;63-64;63-65;65-66;65-67;67-68;67-69;69-70,
ESOLEE,-1,1,ok,1,fast_binary,20,20,12,0-1;0-2;0-3;0-4;4-7;4-15;5-6;5-15;5-16;7-8;7-9;9-10;9-11;11-12;11-13;13-14;13-15;16-17;16-18;16-19,
ESORIN,0,1,ok,1,fast_binary,60,64,32,0-1;0-2;0-53;2-3;2-4;4-5;4-6;6-14;6-53;7-8;7-9;7-54;9-10;9-11;11-12;11-13;13-17;13-54;14-15;14-16;14-55;17-18;17-19;17-55;20-21;20-22;20-23;20-55;24-25;24-33;24-56;25-26;25-27;27-28;27-29;29-30;29-31;31-32;31-33;33-34;35-36;35-37;35-38;35-57;39-40;39-41;39-42;39-57;43-44;43-45;43-46;43-58;47-48;47-49;47-50;47-58;51-57;52-58;53-59;54-59;55-59;56-59;57-59;58-59,
ESOROT,0,1,ok,1,fast_binary,56,61,33,0-1;0-2;0-3;0-4;0-5;0-6;1-7;1-13;2-14;2-20;3-21;3-24;3-27;4-31;5-45;5-49;6-42;6-52;7-8;7-9;9-10;9-11;11-12;11-13;13-21;14-15;14-16;16-17;16-18;18-19;18-20;20-24;21-22;21-23;24-25;24-26;27-28;27-29;27-30;31-32;31-40;32-33;32-34;34-35;34-36;36-37;36-38;38-39;38-40;40-41;42-43;42-44;42-49;45-46;45-47;45-48;49-50;49-51;52-53;52-54;52-55,
ESORUZ,0,1,ok,1,fast_binary,84,91,49,0-1;0-2;0-3;0-4;0-5;0-6;1-7;1-13;2-14;2-20;3-21;3-24;3-27;4-31;5-42;5-48;6-50;6-56;7-8;7-9;9-10;9-11;11-12;11-13;13-21;14-15;14-16;16-17;16-18;18-19;18-20;20-24;21-22;21-23;24-25;24-26;27-28;27-29;27-30;31-32;31-40;32-33;32-34;34-35;34-36;36-37;36-38;38-39;38-40;40-41;42-43;42-50;43-44;43-45;45-46;45-58;46-47;46-48;48-49;50-51;51-52;51-53;53-54;53-71;54-55;54-56;56-57;58-59;58-63;58-67;59-60;59-61;59-62;63-64;63-65;63-66;67-68;67-69;67-70;71-72;71-76;71-80;72-73;72-74;72-75;76-77;76-78;76-79;80-81;80-82;80-83,
ESOSIO,0,1,ok,1,fast_binary,82,88,45,0-1;0-2;0-3;0-4;0-5;0-6;1-8;1-14;2-15;2-21;3-22;3-25;3-28;4-7;5-32;5-38;6-40;6-46;7-48;7-52;8-9;8-10;10-11;10-12;12-13;12-14;14-22;15-16;15-17;17-18;17-19;19-20;19-21;21-25;22-23;22-24;25-26;25-27;28-29;28-30;28-31;32-33;32-40;33-34;33-35;35-36;35-56;36-37;36-38;38-39;40-41;41-42;41-43;43-44;43-69;44-45;44-46;46-47;48-49;48-50;48-51;52-53;52-54;52-55;56-57;56-61;56-65;57-58;57-59;57-60;61-62;61-63;61-64;65-66;65-67;65-68;69-70;69-74;69-78;70-71;70-72;70-73;74-75;74-76;74-77;78-79;78-80;78-81,
ESOXAL,0,1,ok,1,fast_binary,57,59,23,0-1;0-2;0-14;0-56;2-3;2-4;2-5;5-6;5-7;5-8;8-9;8-10;8-11;11-12;11-13;11-14;14-15;14-16;17-18;17-19;17-31;17-56;19-20;19-21;19-22;22-23;22-24;22-25;25-26;25-27;25-28;28-29;28-30;28-31;31-32;31-33;34-35;34-36;34-48;34-56;36-37;36-38;36-39;39-40;39-41;39-42;42-43;42-44;42-45;45-46;45-47;45-48;48-49;48-50;51-52;51-53;51-54;51-55;55-56,
ESUMIO,0,1,ok,1,fast_binary,73,77,37,0-3;0-4;0-5;0-7;0-8;1-3;1-5;1-6;2-4;2-5;2-6;3-35;4-46;5-9;6-22;7-57;7-61;8-65;8-69;9-10;9-14;9-18;10-11;10-12;10-13;14-15;14-16;14-17;18-19;18-20;18-21;22-23;22-27;22-31;23-24;23-25;23-26;27-28;27-29;27-30;31-32;31-33;31-34;35-36;35-44;36-37;36-38;38-39;38-40;40-41;40-42;42-43;42-44;44-45;46-47;46-55;47-48;47-49;49-50;49-51;51-52;51-53;53-54;53-55;55-56;57-58;57-59;57-60;61-62;61-63;61-64;65-66;65-67;65-68;69-70;69-71;69-72,
ESUNUD,-1,1,ok,1,fast_binary,47,52,42,0-39;1-29;2-14;3-33;4-32;5-34;6-19;7-24;8-9;8-10;8-11;8-12;8-13;8-15;9-40;10-23;11-20;12-18;13-16;13-21;14-29;14-32;15-27;15-37;16-17;16-41;18-23;18-34;19-24;19-34;20-32;20-40;21-22;21-35;23-39;24-39;25-26;25-27;25-30;27-28;29-33;30-31;30-43;33-40;35-36;35-45;37-38;37-43;41-42;41-45;43-44;45-46,
ESUPAL,-1,1,ok,1,fast_binary,47,52,42,0-1;0-11;1-2;1-15;2-3;2-12;3-13;3-17;4-6;4-11;4-20;5-8;5-10;5-22;6-7;6-8;8-9;11-14;11-24;11-28;11-37;14-15;15-16;16-17;16-18;17-19;20-21;20-22;22-23;24-25;25-26;25-38;26-27;26-35;27-36;27-40;28-30;28-43;29-32;29-34;29-45;30-31;30-32;32-33;37-38;38-39;39-40;39-41;40-42;43-44;43-45;45-46,
ESUPIR,0,1,ok,1,fast_binary,66,71,38,0-1;0-35;0-36;0-65;2-3;2-11;2-65;3-4;3-5;5-6;5-7;7-8;7-9;9-10;9-11;11-12;13-14;13-22;13-65;14-15;14-16;16-17;16-18;18-19;18-20;20-21;20-22;22-23;24-25;24-33;24-65;25-26;25-27;27-28;27-29;29-30;29-31;31-32;31-33;33-34;35-55;36-37;36-46;36-49;37-38;37-39;37-55;39-40;39-41;39-42;42-43;42-44;42-52;44-45;44-46;44-58;46-47;46-48;49-50;49-51;49-52;52-53;52-54;55-56;55-57;58-59;58-60;58-61;61-62;61-63;61-64,
ESUPUD,0,1,ok,1,fast_binary,57,62,30,0-1;0-2;0-3;0-4;1-31;1-40;1-43;2-5;2-14;2-17;3-23;4-49;5-6;5-7;5-23;7-8;7-9;7-10;10-11;10-12;10-20;12-13;12-14;12-26;14-15;14-16;17-18;17-19;17-20;20-21;20-22;23-24;23-25;26-27;26-28;28-29;28-30;31-32;31-33;31-49;33-34;33-35;33-36;36-37;36-38;36-46;38-39;38-40;38-52;40-41;40-42;43-44;43-45;43-46;46-47;46-48;49-50;49-51;52-53;52-54;54-55;54-56,
ESUQAK,0,1,ok,1,fast_binary,57,62,30,0-1;0-28;0-29;0-56;1-2;1-11;1-14;2-3;2-4;2-20;4-5;4-6;4-7;7-8;7-9;7-17;9-10;9-11;9-23;11-12;11-13;14-15;14-16;14-17;17-18;17-19;20-21;20-22;20-28;23-24;23-25;25-26;25-27;29-30;29-39;29-42;30-31;30-32;30-48;32-33;32-34;32-35;35-36;35-37;35-45;37-38;37-39;37-51;39-40;39-41;42-43;42-44;42-45;45-46;45-47;48-49;48-50;48-56;51-52;51-53;53-54;53-55,
ETACEH,0,1,ok,1,fast_binary,64,65,26,0-1;1-2;1-3;1-4;2-18;2-28;2-38;3-41;3-44;3-54;4-5;4-6;4-7;7-8;7-16;8-9;8-10;10-11;10-12;12-13;12-14;14-15;14-16;16-17;18-19;18-20;18-24;20-21;20-22;20-23;24-25;24-26;24-27;28-29;28-30;28-34;30-31;30-32;30-33;34-35;34-36;34-37;38-39;38-40;38-41;41-42;41-43;44-45;44-46;44-50;46-47;46-48;46-49;50-51;50-52;50-53;54-55;54-56;54-60;56-57;56-58;56-59;60-61;60-62;60-63,
ETACUX,0,1,ok,1,fast_binary,61,62,25,0-1;1-2;1-3;1-4;2-11;2-14;2-17;3-17;3-18;3-21;4-5;4-37;4-44;5-6;5-10;6-7;6-45;7-8;7-36;8-9;8-46;9-10;9-47;10-35;11-12;11-13;11-38;12-39;12-56;12-57;13-43;13-58;13-59;14-15;14-16;14-41;15-40;15-50;15-51;16-42;16-48;16-49;17-24;17-25;18-19;18-20;18-30;19-28;19-29;19-52;20-26;20-27;20-53;21-22;21-23;21-33;22-31;22-32;22-60;23-34;23-54;23-55,
ETAFOV,0,1,ok,1,fast_binary,59,62,33,0-1;0-2;0-5;0-10;0-11;3-6;3-15;4-15;5-22;5-27;6-7;6-14;7-8;7-30;8-9;8-31;8-32;9-10;9-33;9-34;10-11;10-35;11-12;11-36;12-13;12-37;12-38;13-14;13-39;13-40;14-41;14-42;15-16;16-17;16-21;17-18;17-43;18-19;18-44;19-20;19-45;20-21;20-46;21-47;22-23;22-26;23-24;23-48;24-25;24-28;25-27;25-49;26-50;26-51;26-52;27-29;28-53;28-54;28-55;29-56;29-57;29-58,
ETALOA,0,1,ok,1,fast_binary,45,48,24,0-1;0-2;0-3;0-34;1-15;1-18;1-22;2-4;2-11;3-12;3-26;3-30;4-5;4-12;5-6;5-7;7-8;7-9;9-10;9-11;11-15;12-13;12-14;15-16;15-17;18-19;18-20;18-21;22-23;22-24;22-25;26-27;26-28;26-29;30-31;30-32;30-33;34-35;34-43;35-36;35-37;37-38;37-39;39-40;39-41;41-42;41-43;43-44,
ETANES,0,1,ok,1,fast_binary,61,63,36,0-1;0-2;0-3;0-7;1-10;1-20;2-11;2-37;3-4;3-5;3-6;7-8;7-54;7-55;8-9;8-56;8-57;9-58;9-59;9-60;10-11;10-12;11-16;12-13;12-14;12-15;16-17;16-18;16-19;20-21;20-32;21-22;21-26;22-23;22-24;22-25;26-27;26-28;28-29;28-30;30-31;30-32;32-33;33-34;33-35;33-36;37-38;37-49;38-39;38-43;39-40;39-41;39-42;43-44;43-45;45-46;45-47;47-48;47-49;49-50;50-51;50-52;50-53,
ETAZEE,1,1,ok,1,fast_binary,51,55,31,0-1;0-3;0-5;0-8;0-9;0-10;1-11;2-11;3-21;4-21;5-6;5-7;5-31;8-34;8-37;8-44;9-22;9-29;10-12;10-19;11-12;12-13;13-14;13-15;15-16;15-17;17-18;17-19;19-20;21-22;22-23;23-24;23-25;25-26;25-27;27-28;27-29;29-30;31-32;31-33;31-34;34-35;34-36;37-38;37-39;37-40;40-41;40-42;40-43;44-45;44-46;44-47;47-48;47-49;47-50,
ETECUB,0,1,ok,1,fast_binary,68,73,45,0-1;0-2;0-3;0-4;0-5;0-57;1-7;1-13;1-24;2-10;2-35;2-46;6-63;7-8;7-9;7-10;10-11;10-12;13-14;13-22;14-15;14-16;16-17;16-18;18-19;18-20;20-21;20-22;22-23;24-25;24-33;25-26;25-27;27-28;27-29;29-30;29-31;31-32;31-33;33-34;35-36;35-44;36-37;36-38;38-39;38-40;40-41;40-42;42-43;42-44;44-45;46-47;46-55;47-48;47-49;49-50;49-51;51-52;51-53;53-54;53-55;55-56;57-58;58-59;58-66;59-60;59-61;61-62;61-63;63-64;64-65;64-66;66-67,
ETEDEO,1,1,ok,1,fast_binary,33,36,26,0-2;0-6;0-9;0-10;0-11;0-12;1-13;1-20;2-3;2-4;5-10;6-13;6-14;7-11;8-12;9-15;9-16;13-15;14-18;14-20;15-29;16-17;16-23;18-19;18-21;20-27;21-22;21-25;23-24;23-31;25-26;25-27;27-28;29-30;29-31;31-32,
ETEHEQ,0,1,ok,1,fast_binary,75,80,48,0-1;0-2;0-4;0-5;1-15;1-23;2-25;2-32;3-34;4-45;4-53;5-55;5-62;6-64;7-35;8-35;8-36;9-40;10-40;10-41;11-65;12-65;12-66;13-70;14-70;14-71;15-16;15-17;15-35;17-18;17-19;17-20;20-21;20-22;20-23;23-24;24-25;24-34;25-26;26-27;26-28;26-29;29-30;29-31;29-32;32-33;32-40;36-37;36-38;36-39;41-42;41-43;41-44;45-46;45-47;45-65;47-48;47-49;47-50;50-51;50-52;50-53;53-54;54-55;54-64;55-56;56-57;56-58;56-59;59-60;59-61;59-62;62-63;62-70;66-67;66-68;66-69;71-72;71-73;71-74,
ETEHUG,0,1,ok,1,fast_binary,75,80,48,0-1;0-2;0-4;0-5;1-15;1-23;2-25;2-32;3-34;4-45;4-53;5-55;5-62;6-64;7-35;8-35;8-36;9-40;10-40;10-41;11-65;12-65;12-66;13-70;14-70;14-71;15-16;15-17;15-35;17-18;17-19;17-20;20-21;20-22;20-23;23-24;24-25;24-34;25-26;26-27;26-28;26-29;29-30;29-31;29-32;32-33;32-40;36-37;36-38;36-39;41-42;41-43;41-44;45-46;45-47;45-65;47-48;47-49;47-50;50-51;50-52;50-53;53-54;54-55;54-64;55-56;56-57;56-58;56-59;59-60;59-61;59-62;62-63;62-70;66-67;66-68;66-69;71-72;71-73;71-74,
ETEVIK,0,1,ok,1,fast_binary,63,68,44,0-2;0-5;0-6;0-9;1-29;2-30;2-41;2-52;3-21;4-22;4-27;5-10;5-18;6-7;6-19;7-8;7-21;9-29;10-11;10-12;12-13;12-14;14-15;14-16;16-17;16-18;18-19;19-20;21-22;22-23;23-24;23-25;25-26;25-27;27-28;30-31;30-39;31-32;31-33;33-34;33-35;35-36;35-37;37-38;37-39;39-40;41-42;41-50;42-43;42-44;44-45;44-46;46-47;46-48;48-49;48-50;50-51;52-53;52-61;53-54;53-55;55-56;55-57;57-58;57-59;59-60;59-61;61-62,
ETEVOQ,0,1,ok,1,fast_binary,63,68,44,0-1;0-3;0-6;0-7;1-10;2-23;2-28;3-30;3-41;3-52;4-22;5-10;6-11;6-19;7-8;7-20;8-9;8-22;11-12;11-13;13-14;13-15;15-16;15-17;17-18;17-19;19-20;20-21;22-23;23-24;24-25;24-26;26-27;26-28;28-29;30-31;30-39;31-32;31-33;33-34;33-35;35-36;35-37;37-38;37-39;39-40;41-42;41-50;42-43;42-44;44-45;44-46;46-47;46-48;48-49;48-50;50-51;52-53;52-61;53-54;53-55;55-56;55-57;57-58;57-59;59-60;59-61;61-62,
ETIPAZ,0,1,ok,1,fast_binary,80,86,53,0-1;0-3;0-18;0-57;1-2;3-4;4-5;4-14;5-6;5-8;6-7;8-9;8-10;10-11;10-12;12-13;12-14;14-15;15-16;15-17;15-18;18-19;18-30;19-20;19-28;20-21;20-22;22-23;22-24;24-25;24-26;26-27;26-28;28-29;30-31;30-39;31-32;31-33;33-34;33-35;35-36;35-37;37-38;37-39;39-40;41-42;41-43;43-44;43-53;44-45;44-47;45-46;47-48;47-49;49-50;49-51;51-52;51-53;53-54;54-55;54-56;54-57;57-58;57-69;58-59;58-67;59-60;59-61;61-62;61-63;63-64;63-65;65-66;65-67;67-68;69-70;69-78;70-71;70-72;72-73;72-74;74-75;74-76;76-77;76-78;78-79,
ETIRIJ,0,1,ok,1,fast_binary,82,88,52,0-1;0-80;0-81;1-77;1-78;2-3;2-7;2-11;2-78;3-4;3-5;3-6;7-8;7-9;7-10;11-12;11-13;11-14;15-16;15-33;15-75;16-17;16-18;18-19;18-20;20-21;20-32;21-22;21-23;23-24;23-25;25-26;25-31;26-27;26-28;28-29;28-30;30-37;30-76;31-32;31-76;32-75;33-34;33-35;33-36;37-38;37-39;37-40;41-42;41-50;41-79;42-43;42-44;44-45;44-46;46-47;46-48;48-49;48-50;50-51;52-53;52-61;52-79;53-54;53-55;55-56;55-57;57-58;57-59;59-60;59-61;61-62;63-64;63-72;63-79;64-65;64-66;66-67;66-68;68-69;68-70;70-71;70-72;72-73;74-75;74-76;74-79;74-81,
ETIVUZ,1,1,ok,1,fast_binary,57,64,40,0-2;0-3;0-6;0-9;1-4;1-5;1-7;1-8;1-10;1-11;3-4;3-12;4-16;5-18;5-25;6-7;6-27;7-31;8-33;8-40;9-10;9-42;10-46;11-48;11-55;12-13;12-14;12-15;16-17;16-18;18-19;19-20;19-21;21-22;21-23;23-24;23-25;25-26;27-28;27-29;27-30;31-32;31-33;33-34;34-35;34-36;36-37;36-38;38-39;38-40;40-41;42-43;42-44;42-45;46-47;46-48;48-49;49-50;49-51;51-52;51-53;53-54;53-55;55-56,
ETIWAG,1,1,ok,1,fast_binary,57,64,39,0-4;0-6;0-8;0-9;0-25;0-41;1-2;1-4;1-10;2-3;2-5;2-7;4-14;5-6;5-26;6-30;7-8;7-42;8-46;9-16;9-23;10-11;10-12;10-13;14-15;14-16;16-17;17-18;17-19;19-20;19-21;21-22;21-23;23-24;25-32;25-39;26-27;26-28;26-29;30-31;30-32;32-33;33-34;33-35;35-36;35-37;37-38;37-39;39-40;41-48;41-55;42-43;42-44;42-45;46-47;46-48;48-49;49-50;49-51;51-52;51-53;53-54;53-55;55-56,
ETIXIP,0,1,ok,1,fast_binary,39,42,29,0-1;0-34;0-35;1-2;1-3;1-4;4-5;4-6;4-16;6-30;6-31;7-8;7-9;7-31;9-10;9-30;11-12;11-13;11-31;13-14;13-15;16-32;16-33;17-18;17-19;17-33;19-20;19-32;21-22;21-23;21-33;23-24;23-25;26-29;26-36;27-29;27-37;28-29;28-38;29-30;29-32;29-34,
ETOBOF,1,1,ok,1,fast_binary,32,33,19,0-1;0-16;0-25;0-29;1-2;1-9;2-3;2-4;4-5;4-6;6-7;6-11;7-8;7-9;9-10;11-12;11-15;12-13;12-14;16-17;16-18;16-19;19-20;19-21;19-22;22-23;22-24;22-25;25-26;25-27;28-29;28-30;28-31,
ETOFAU,0,1,ok,1,fast_binary,73,81,57,0-7;0-8;0-9;0-10;0-11;0-12;1-22;2-42;3-62;4-28;5-48;6-68;7-13;7-21;8-22;8-23;9-33;9-41;10-42;10-43;11-53;11-61;12-62;12-63;13-14;13-15;15-16;15-17;17-18;17-19;19-20;19-21;21-22;23-24;23-31;24-25;24-26;26-27;26-28;28-29;29-30;29-31;31-32;33-34;33-35;35-36;35-37;37-38;37-39;39-40;39-41;41-42;43-44;43-51;44-45;44-46;46-47;46-48;48-49;49-50;49-51;51-52;53-54;53-55;55-56;55-57;57-58;57-59;59-60;59-61;61-62;63-64;63-71;64-65;64-66;66-67;66-68;68-69;69-70;69-71;71-72,
ETOGAW,1,1,ok,1,fast_binary,60,67,38,0-1;0-2;0-53;2-3;2-4;4-5;4-6;6-7;6-8;8-9;8-53;9-10;9-29;9-47;10-11;10-12;10-13;14-15;14-16;14-54;16-17;16-18;18-19;18-20;20-21;20-22;22-23;22-54;23-24;23-25;23-26;26-27;26-28;26-55;29-30;29-31;29-55;32-33;32-34;32-56;34-35;34-36;36-37;36-38;38-39;38-40;40-41;40-56;41-42;41-43;41-44;44-45;44-46;44-57;47-48;47-49;47-57;50-51;50-52;50-55;50-57;53-58;54-58;55-58;56-58;57-58;58-59,
ETOGEA,1,1,ok,1,fast_binary,60,67,38,0-1;0-2;0-55;2-3;2-4;4-5;4-6;6-7;6-8;8-9;8-55;9-10;9-14;9-17;10-11;10-12;10-13;14-15;14-16;14-56;17-18;17-19;17-57;20-21;20-22;20-56;20-57;23-24;23-25;23-26;23-56;26-27;26-28;26-29;29-30;29-58;30-31;30-32;32-33;32-34;34-35;34-36;36-37;36-58;38-39;38-40;38-41;38-57;41-42;41-43;41-44;44-45;44-59;45-46;45-47;47-48;47-49;49-50;49-51;51-52;51-59;53-54;54-55;54-56;54-57;54-58;54-59,
ETOGEB,0,1,ok,1,fast_binary,75,77,35,0-1;0-2;0-4;0-5;2-24;2-47;2-49;3-9;3-23;3-31;5-6;5-10;5-37;6-7;6-39;6-43;8-9;8-10;8-17;9-19;10-11;11-12;11-13;13-14;13-15;15-16;15-17;17-18;19-20;19-21;19-22;23-24;23-35;24-25;25-26;25-27;27-28;27-29;29-30;29-35;31-32;31-33;31-34;35-36;37-38;37-67;37-71;39-40;39-41;39-42;43-44;43-45;43-46;47-48;47-51;47-55;49-50;49-59;49-63;51-52;51-53;51-54;55-56;55-57;55-58;59-60;59-61;59-62;63-64;63-65;63-66;67-68;67-69;67-70;71-72;71-73;71-74,
ETOGIF,0,1,ok,1,fast_binary,78,80,35,0-1;1-2;1-4;1-6;2-23;2-38;2-40;3-5;3-24;3-25;4-29;4-58;4-60;5-10;5-11;6-7;6-8;6-9;10-29;10-36;11-12;11-13;11-14;15-16;15-17;15-24;17-18;17-19;19-20;19-21;21-22;21-23;23-24;25-26;25-27;25-28;29-30;30-31;30-32;32-33;32-34;34-35;34-36;36-37;38-39;38-42;38-46;40-41;40-50;40-54;42-43;42-44;42-45;46-47;46-48;46-49;50-51;50-52;50-53;54-55;54-56;54-57;58-59;58-62;58-66;60-61;60-70;60-74;62-63;62-64;62-65;66-67;66-68;66-69;70-71;70-72;70-73;74-75;74-76;74-77,
ETOHEB,0,1,ok,1,fast_binary,53,56,30,0-1;0-2;0-3;0-4;0-47;0-50;1-5;1-17;1-32;2-8;2-15;3-20;3-23;4-35;4-38;5-6;5-7;5-8;8-9;9-10;9-11;11-12;11-13;13-14;13-15;15-16;17-18;17-19;17-20;20-21;20-22;23-24;23-28;24-25;24-26;24-27;28-29;28-30;28-31;32-33;32-34;32-35;35-36;35-37;38-39;38-43;39-40;39-41;39-42;43-44;43-45;43-46;47-48;48-49;50-51;51-52,
ETOHEC,0,1,ok,1,fast_binary,73,76,35,0-1;0-2;0-4;0-22;1-13;1-33;1-35;2-3;2-5;2-9;3-6;3-32;4-31;4-49;4-51;5-13;5-20;6-7;6-8;9-10;9-11;9-12;13-14;14-15;14-16;16-17;16-18;18-19;18-20;20-21;23-24;23-25;23-32;25-26;25-27;27-28;27-29;29-30;29-31;31-32;33-34;33-37;33-41;35-36;35-45;35-69;37-38;37-39;37-40;41-42;41-43;41-44;45-46;45-47;45-48;49-50;49-53;49-57;51-52;51-61;51-65;53-54;53-55;53-56;57-58;57-59;57-60;61-62;61-63;61-64;65-66;65-67;65-68;69-70;69-71;69-72,
ETOHIF,0,1,ok,1,fast_binary,39,42,24,0-1;0-2;0-3;0-4;0-29;0-32;1-5;1-17;1-23;2-8;2-15;3-20;3-35;3-36;4-26;4-37;4-38;5-6;5-7;5-8;8-9;9-10;9-11;11-12;11-13;13-14;13-15;15-16;17-18;17-19;17-20;20-21;20-22;23-24;23-25;23-26;26-27;26-28;29-30;30-31;32-33;33-34,
ETOHUR,0,1,ok,1,fast_binary,51,54,28,0-1;0-2;0-3;0-43;3-4;3-44;4-5;4-6;6-7;6-8;8-9;8-10;10-11;10-44;12-13;12-14;12-15;12-43;15-16;15-17;15-45;18-19;18-20;18-21;18-45;22-23;22-24;22-25;22-45;26-27;26-28;26-29;26-43;29-30;29-31;29-46;32-33;32-34;32-35;32-46;36-37;36-38;36-39;36-46;40-47;40-49;41-48;41-50;42-43;42-44;42-45;42-46;42-47;42-48,
ETOJUU,0,1,ok,1,fast_binary,69,72,33,0-1;0-2;0-3;0-4;1-10;1-33;1-43;2-20;2-53;2-63;3-5;3-9;3-19;5-6;5-7;5-8;9-10;9-17;10-11;11-12;11-13;13-14;13-15;15-16;15-17;17-18;19-20;19-27;20-21;21-22;21-23;23-24;23-25;25-26;25-27;27-28;29-30;29-31;29-32;29-33;33-34;33-35;35-36;35-37;35-38;39-40;39-41;39-42;39-43;43-44;43-45;45-46;45-47;45-48;49-50;49-51;49-52;49-53;53-54;53-55;55-56;55-57;55-58;59-60;59-61;59-62;59-63;63-64;63-65;65-66;65-67;65-68,
ETORAH,0,1,ok,1,fast_binary,67,72,43,0-1;0-2;0-3;0-5;0-6;0-7;3-4;5-8;5-15;6-16;6-22;7-23;7-29;8-9;8-10;10-11;10-12;12-13;13-14;13-15;15-16;16-17;17-18;17-19;19-20;19-31;20-21;20-22;22-23;23-24;24-25;24-26;26-27;27-28;27-29;29-30;31-32;31-40;32-33;32-34;34-35;34-36;36-37;36-38;37-42;38-39;38-40;40-41;42-43;42-44;42-45;45-46;45-47;45-48;48-49;48-50;48-51;51-52;51-53;51-54;54-55;54-56;54-57;57-58;57-59;57-60;60-61;60-62;60-63;63-64;63-65;63-66,
