IDs,charge,status,ilp_seconds,n_atoms,rdkit_parse_ok,error,smiles_ilp,treatment,edge_changed,result_source
DEBZIU,1,ok,0.0747,61,1,,[Cu+]123<-S(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c4c([H])c([H])c([H])c([H])c4C(=N->1C([H])([H])C(N->2=C([H])c1c([H])c([H])c([H])c([H])c1S->3C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])([H])[H])[H],ligand_only,0,baseline_reused
DECBES,0,ok,0.2773,40,1,,[Mn+]1234(<-P(C([H])([H])[H])(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])(<-[C-]#[O+])(<-[C-]#[O+])<-C5([H])=C->1([H])C2([H])C->3([H])=C->45[H],ligand_only,0,baseline_reused
DECJEA,0,ok,0.2839,68,1,,[Zr+4]12345678(c9c([H])c([H])c([H])c([H])c9[H])(=C([P+](c9c([H])c([H])c([H])c([H])c9[H])(c9c([H])c([H])c([H])c([H])c9[H])c9c([H])c([H])c([H])c([H])c9[H])[H])(C9([H])C->1([H])=C->2([H])C->3([H])=C->49[H])<-C1([H])=C->5([H])C->6([H])=C->7([H])C81[H],ligand_only,0,baseline_reused
DECKAZ,0,ok,0.0357,36,1,,[Fe+4]1(Cl)(Cl)=P(N([H])c2n->1c([H])c([H])c([H])c2[H])(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],ligand_only,0,baseline_reused
DECKIH,0,ok,0.0630,42,1,,[Fe+2]1(<-P(N([H])c2n->1c([H])c([H])c([H])c2[H])(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])(Cl)Cl,ligand_only,0,baseline_reused
DECKUS,0,ok,0.1277,73,1,,C1(c2c([H])c([H])c([H])c([H])n2)c2c([H])c([H])c([H])c([H])n2->[Zn+2]234(<-N=1N=C(c1c([H])c([H])c([H])c([H])c1[H])O2)<-N(=C(c1c([H])c([H])c([H])c([H])n1)c1c([H])c([H])c([H])c([H])n->31)N=C(c1c([H])c([H])c([H])c([H])c1[H])O4,ligand_only,0,baseline_reused
DECLAA,0,ok,0.0627,37,1,,[Fe+2]1(Br)(Br)<-S=P(N([H])c2n->1c([H])c([H])c([H])c2[H])(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],ligand_only,0,baseline_reused
DECNOP,0,ok,0.0761,50,1,,[Au+](<-P(c1c([H])c([H])c([H])c([H])c1[H])(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c(C([H])=C([H])[H])c([H])c1[H],ligand_only,0,baseline_reused
DECQUZ,0,ok,0.0601,34,1,,[Fe+2]1(Br)(Br)<-C2N(C(N3C->1N(C([H])([H])C([H])([H])[H])C([H])=C3[H])([H])[H])C([H])=C([H])N2C([H])([H])C([H])([H])[H],ligand_only,0,baseline_reused
DECROU,0,ok,0.1062,63,1,,[Fe+2]1(Br)(Br)<-C2N(C([H])([H])C(N3C->1N(c1c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c1C([H])([H])[H])C([H])=C3[H])([H])[H])C([H])=C([H])N2c1c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c1C([H])([H])[H],ligand_only,0,baseline_reused
DECSIO,0,ok,0.1274,80,1,,[Pd+2]1(Cl)(Cl)<-P(=C(P(=O->1)(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H])C([H])([H])[H])c1c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],ligand_only,0,baseline_reused
DECZAN,0,ok,0.0906,67,1,,[Pt+2]1(Cl)(Cl)<-P(Oc2c([H])c([H])c([H])c([H])c2-c2c([H])c([H])c([H])c([H])c2OP->1(C(C([H])([H])[H])(C([H])([H])[H])[H])C(C([H])([H])[H])(C([H])([H])[H])[H])(C(C([H])([H])[H])(C([H])([H])[H])[H])C(C([H])([H])[H])(C([H])([H])[H])[H],ligand_only,0,baseline_reused
DECZIV,0,ok,0.0856,71,1,,[Pt]12(<-P(Oc3c([H])c([H])c([H])c([H])c3-c3c(OP->1(C(C([H])([H])[H])(C([H])([H])[H])[H])C(C([H])([H])[H])(C([H])([H])[H])[H])c([H])c([H])c([H])c3[H])(C(C([H])([H])[H])(C([H])([H])[H])[H])C(C([H])([H])[H])(C([H])([H])[H])[H])<-C([H])([H])=C->2([H])[H],ligand_only,0,baseline_reused
DECZOB,0,ok,0.0923,79,1,,[Pt+2]1(<-P(Oc2c([H])c([H])c([H])c([H])c2-c2c([H])c([H])c([H])c([H])c2OP->1(C(C([H])([H])[H])(C([H])([H])[H])[H])C(C([H])([H])[H])(C([H])([H])[H])[H])(C(C([H])([H])[H])(C([H])([H])[H])[H])C(C([H])([H])[H])(C([H])([H])[H])[H])(C(C([H])([H])[H])([H])[H])C(C([H])([H])[H])([H])[H],ligand_only,0,baseline_reused
DEDBAQ,0,ok,0.0689,47,1,,[Co+](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(C(=O)C([H])([H])[H])<-P(c1c([H])c([H])c(F)c([H])c1[H])(c1c([H])c([H])c(F)c([H])c1[H])c1c([H])c([H])c(F)c([H])c1[H],ligand_only,0,baseline_reused
DEDBIY,0,ok,0.0426,33,1,,[Co+](<-P(C([H])([H])[H])(C([H])([H])[H])c1c([H])c([H])c([H])c([H])c1[H])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])C(=O)C([H])([H])[H],ligand_only,0,baseline_reused
DEDBOF,1,ok,0.4380,84,1,,C([H])([H])(C(n1c([H])n(->[Ru+2]23456(<-P(C(C(P->2(c2c([H])c([H])c([H])c([H])c2[H])c2c([H])c([H])c([H])c([H])c2[H])([H])[H])([H])[H])(c2c([H])c([H])c([H])c([H])c2[H])c2c([H])c([H])c([H])c([H])c2[H])C2([H])C->3([H])=C->4([H])C->5([H])=C->62[H])c([H])c1[H])([H])[H])C([H])([H])C([H])([H])[H],ligand_only,0,baseline_reused
DEDBUL,1,ok,0.3367,84,1,,[Ru+2]12345(<-P(c6c([H])c([H])c([H])c([H])c6[H])(c6c([H])c([H])c([H])c([H])c6[H])C(C(P->1(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H])([H])[H])([H])[H])(C1([H])C->2([H])=C->3([H])C->4([H])=C->51[H])<-n1c([H])c([H])n(C(C([H])([H])C([H])([H])C([H])([H])[H])([H])[H])c1[H],ligand_only,0,baseline_reused
DEDCIA,1,ok,0.4418,84,1,,C([H])([H])([H])C(C(C(n1c([H])n(->[Ru+2]23456(<-P(C(C(P->2(c2c([H])c([H])c([H])c([H])c2[H])c2c([H])c([H])c([H])c([H])c2[H])([H])[H])([H])[H])(c2c([H])c([H])c([H])c([H])c2[H])c2c([H])c([H])c([H])c([H])c2[H])<-C2([H])=C->3([H])C->4([H])=C->5([H])C62[H])c([H])c1[H])([H])[H])([H])[H])([H])[H],ligand_only,0,baseline_reused
DEDCOE,0,ok,0.3744,34,1,,[Zr+4]12345678(Cl)(C(P(C([H])([H])[H])C([H])([H])[H])([H])[H])(<-C9([H])=C->1([H])C->2([H])=C->3([H])C49[H])<-C1([H])=C->5([H])C->6([H])=C->7([H])C81[H],ligand_only,0,baseline_reused
DEDCOG,0,ok,0.0810,56,1,,c12[Pd+2](Cl)(<-N(=C(c1c([H])c([H])c([H])c2[H])[H])c1c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c([H])c1C([H])(C([H])([H])[H])C([H])([H])[H])<-n1c([H])n(C([H])([H])[H])c([H])c1[H],ligand_only,0,baseline_reused
DEDCUK,0,ok,0.2592,78,1,,[Zr+4]12345678(Cl)(C(P(c9c([H])c([H])c([H])c([H])c9[H])c9c([H])c([H])c([H])c([H])c9[H])([H])[H])(C9(C([H])([H])[H])C->1(C([H])([H])[H])=C->2(C([H])([H])[H])C->3(C([H])([H])[H])=C->49C([H])([H])[H])<-C1(C([H])([H])[H])=C->5(C([H])([H])[H])C->6(C([H])([H])[H])=C->7(C([H])([H])[H])C81C([H])([H])[H],ligand_only,0,baseline_reused
DEDCUL,0,ok,0.0709,59,1,,[Ti+4]1(n2c(C(N->1(C([H])([H])[H])C([H])([H])[H])([H])[H])c([H])c([H])c2C(N(C([H])([H])[H])C([H])([H])[H])([H])[H])(N(C([H])([H])[H])C([H])([H])[H])(N(C([H])([H])[H])C([H])([H])[H])N(C([H])([H])[H])C([H])([H])[H],ligand_only,0,baseline_reused
DEDDAT,0,ok,0.0958,53,1,,c1(N2=C([H])c3c([Pd+2]<-2(<-N#CC([H])([H])[H])O[N+]([O-])=O)c([H])c([H])c([H])c3[H])c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c([H])c1C([H])(C([H])([H])[H])C([H])([H])[H],ligand_only,0,baseline_reused
DEDFID,0,ok,0.0364,50,1,,C1([H])C([H])=C([H])C([H])=S->[Ir+3]=1(<-P(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])(<-P(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])(<-P(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])Cl,ligand_only,0,baseline_reused
DEDFOJ,0,ok,0.0453,50,1,,[Ir+3]1(<-[Se]=C(C(=C(C=1[H])[H])[H])[H])(Cl)(<-P(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])(<-P(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])<-P(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],ligand_only,0,baseline_reused
DEDHOK,0,ok,0.0605,74,1,,[Zn+2](Cl)(<-C1N(c2c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c([H])c2C([H])(C([H])([H])[H])C([H])([H])[H])C([H])=C([H])N1c1c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c([H])c1C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])[H],ligand_only,0,baseline_reused
DEDKII,0,ok,0.1281,65,1,,[Fe+2](<-n1c([H])n(C([H])([H])[H])c([H])c1[H])(<-n1c([H])n(C([H])([H])[H])c([H])c1[H])(OS(=O)(=O)C([H])([H])[H])(<-n1c([H])n(C([H])([H])[H])c([H])c1[H])(<-n1c([H])n(C([H])([H])[H])c([H])c1[H])OS(=O)(=O)C([H])([H])[H],ligand_only,0,baseline_reused
DEDLUV,0,ok,0.0764,55,1,,[Fe+2](<-n1c([H])n(C([H])([H])[H])c([H])c1[H])(<-n1c([H])n(C([H])([H])[H])c([H])c1[H])(N=C=S)(<-n1c([H])n(C([H])([H])[H])c([H])c1[H])(<-n1c([H])n(C([H])([H])[H])c([H])c1[H])N=C=S,ligand_only,0,baseline_reused
DEDMEG,0,ok,0.1100,51,1,,[Fe+2](<-n1c([H])n(C([H])([H])[H])nc1[H])(<-n1c([H])n(C([H])([H])[H])nc1[H])(N=C=S)(<-n1c([H])n(C([H])([H])[H])nc1[H])(<-n1c([H])n(C([H])([H])[H])nc1[H])N=C=S,ligand_only,0,baseline_reused
DEDRAF,1,ok,0.1451,73,1,,[Nb+5]1234(<-S=C(S1)N(C(C([H])([H])[H])([H])[H])C(C([H])([H])[H])([H])[H])(SC(=S->2)N(C(C([H])([H])[H])([H])[H])C(C([H])([H])[H])([H])[H])(<-S=C(S3)N(C(C([H])([H])[H])([H])[H])C(C([H])([H])[H])([H])[H])SC(=S->4)N(C(C([H])([H])[H])([H])[H])C(C([H])([H])[H])([H])[H],ligand_only,0,baseline_reused
DEDREJ,0,ok,0.1472,56,1,,[Nb+5]123(<-S=C(S1)N(C(C([H])([H])[H])([H])[H])C(C([H])([H])[H])([H])[H])(<-S=C(S2)N(C(C([H])([H])[H])([H])[H])C(C([H])([H])[H])([H])[H])(SC(=S->3)N(C(C([H])([H])[H])([H])[H])C(C([H])([H])[H])([H])[H])=S,ligand_only,0,baseline_reused
DEDREK,1,ok,0.1536,54,1,,[Ni+2]12(Br)<-P(c3c(C(=N->1c1c([H])c([H])c([H])c4c([H])c([H])c([H])n->2c41)[H])c([H])c([H])c([H])c3[H])(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H],ligand_only,0,baseline_reused
DEDREL,0,ok,0.4142,61,1,,[Se]([Fe+2]1234(<-C5([H])=C->1([H])C2([H])C->3([H])=C->45[H])(<-[C-]#[O+])<-[C-]#[O+])C(=O)c1c([H])c(C(SC([H])([H])c2c([H])c([H])c([H])c([H])c2[H])=O)c([H])c(C(SC([H])([H])c2c([H])c([H])c([H])c([H])c2[H])=O)c1[H],ligand_only,0,baseline_reused
DEDRIO,1,ok,0.1341,60,1,,[Ni+2]12(Br)<-P(c3c([H])c([H])c([H])c([H])c3C([H])=N->1c1c3n->2c([H])c([H])c([H])c3c([H])c([H])c1[H])(c1c(C([H])([H])[H])c([H])c([H])c([H])c1[H])c1c(C([H])([H])[H])c([H])c([H])c([H])c1[H],ligand_only,0,baseline_reused
DEDROU,0,ok,0.1375,73,1,,Br[Ni+2]12(Br)<-n3c4c(c([H])c([H])c3[H])c([H])c([H])c([H])c4N->1=C(c1c(P->2(c2c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c([H])c2[H])c2c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c([H])c2[H])c([H])c([H])c([H])c1[H])[H],ligand_only,0,baseline_reused
DEDRUB,0,ok,0.0790,67,1,,[Pd+2]1(Cl)(Cl)<-P(N(P->1(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c2c([H])c([H])c([H])c([H])c12)(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H],ligand_only,0,baseline_reused
DEDTAK,0,ok,0.0860,75,1,,c12c([H])c(F)c([H])c([H])c1-c1n3->[Pt+4]2(Cl)(<-P(c2c([H])c([H])c([H])c([H])c2C([H])([H])[H])(c2c([H])c([H])c([H])c([H])c2C([H])([H])[H])c2c([H])c([H])c([H])c([H])c2C([H])([H])[H])(Cl)c2c(c([H])c([H])c(F)c2[H])-c3c([H])c([H])c1[H],ligand_only,0,baseline_reused
DEDTEO,0,ok,0.0823,75,1,,[Pt+4]12(Cl)(Cl)(<-P(c3c(C1([H])[H])c([H])c([H])c([H])c3[H])(c1c([H])c([H])c([H])c([H])c1C([H])([H])[H])c1c([H])c([H])c([H])c([H])c1C([H])([H])[H])c1c([H])c(F)c([H])c([H])c1-c1n->2c(-c2c([H])c([H])c(F)c([H])c2[H])c([H])c([H])c1[H],ligand_only,0,baseline_reused
DEDVEP,0,ok,0.0610,75,1,,C12([H])N([H])(->[Zn+2]3(<-N([H])(C1([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])C([H])([H])C([H])([H])[H])Oc1c(C([H])([H])[H])c([H])c(C(=O)OC([H])([H])[H])c([H])c1-c1c(c(C([H])([H])[H])c([H])c(C(OC([H])([H])[H])=O)c1[H])O3)C([H])([H])C([H])([H])[H],ligand_only,0,baseline_reused
DEDWAL,1,ok,0.0917,70,1,,C12->[Rh+]345(<-C6([H])=C->3([H])C([H])([H])C([H])([H])C->4([H])=C->5([H])C([H])([H])C6([H])[H])<-n3c(N1C([H])=C([H])N2c1c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c([H])c1C(C([H])([H])[H])([H])C([H])([H])[H])c(C([H])([H])[H])c([H])c([H])c3[H],ligand_only,0,baseline_reused
DEDWEP,0,ok,0.0924,71,1,,C1(->[Rh+]234(<-C5([H])=C->2([H])C([H])([H])C([H])([H])C->3([H])=C->4([H])C([H])([H])C5([H])[H])Cl)N(c2c(C([H])([H])[H])c([H])c([H])c([H])n2)C([H])=C([H])N1c1c(C(C([H])([H])[H])(C([H])([H])[H])[H])c([H])c([H])c([H])c1C(C([H])([H])[H])(C([H])([H])[H])[H],ligand_only,0,baseline_reused
DEDYIW,0,ok,0.0262,22,1,,[C-](#[O+])->[Rh+](<-[C-]#[O+])(<-N(C([H])([H])C([H])([H])[H])(C([H])([H])C([H])([H])[H])[H])Cl,ligand_only,0,baseline_reused
DEDZET,0,ok,0.0272,22,1,,I[Rh+](<-N([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])(<-[C-]#[O+])<-[C-]#[O+],ligand_only,0,baseline_reused
DEDZOD,0,ok,0.0219,15,1,,I[Rh+](<-n1n([H])c([H])c([H])c1[H])(<-[C-]#[O+])<-[C-]#[O+],ligand_only,0,baseline_reused
DEFBOH,0,ok,0.0332,29,1,,I[Rh+3](I)(<-n1n([H])c([H])c([H])c1[H])(<-n1n([H])c([H])c([H])c1[H])(<-[C-]#[O+])C(=O)C([H])([H])[H],ligand_only,0,baseline_reused
DEFBUN,1,ok,0.0923,54,1,,C12->[Os+2]34(c5c(N1C([H])=C([H])N2C([H])([H])[H])c([H])c([H])c([H])c5N1C->3N(C([H])([H])[H])C([H])=C1[H])(<-[C-]#[O+])<-n1c([H])c([H])c([H])c([H])c1-c1c([H])c([H])c([H])c([H])n->41,ligand_only,0,baseline_reused
DEFCAU,1,ok,0.0696,56,1,,C12->[Os+2]34(c5c(N1C([H])=C([H])N2C([H])([H])[H])c([H])c([H])c([H])c5N1C->3N(C([H])([H])[H])C([H])=C1[H])(<-[C-]#[O+])<-n1c([H])c([H])c([H])c2c1c1c(c([H])c([H])c([H])n->41)c([H])c2[H],ligand_only,0,baseline_reused
DEFGAZ,0,ok,0.1347,78,1,,[Pd+2](Cl)(<-P(C([H])([H])[H])(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H])(<-P(C([H])([H])[H])(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H])C1=C(c2c([H])c([H])c(OC([H])([H])[H])c([H])c2[H])C(=O)C1([H])[H],ligand_only,0,baseline_reused
DEFGIF,0,ok,0.0928,67,1,,[Pd+2]1(<-P2(c3c([H])c([H])c([H])c([H])c3[H])C3([H])C(C([H])([H])[H])=C(C([H])([H])[H])C2([H])C([H])([H])C3([H])C(=O)[H])(Cl)<-N(C(c2c1c([H])c([H])c1c([H])c([H])c([H])c([H])c12)([H])C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],ligand_only,0,baseline_reused
DEFHAY,0,ok,0.0414,35,1,,[Re+](Br)(<-n1c2n(c3c1c([H])c([H])c([H])c3[H])C(=O)C(SC([H])([H])[H])=C2SC([H])([H])[H])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+],ligand_only,0,baseline_reused
DEFLUY,0,ok,0.0434,40,1,,[Rh+3]123(SC(C(C(N->1([H])[H])([H])[H])([H])[H])([H])[H])(SC(C(C(N->2([H])[H])([H])[H])([H])[H])([H])[H])SC(C(C(N->3([H])[H])([H])[H])([H])[H])([H])[H],ligand_only,0,baseline_reused
DEFMAD,0,ok,0.0471,34,1,,[Zn+2]1(I)(I)<-N([H])=C(C(F)(F)c2c([H])c([H])c([H])c([H])c2[H])C([H])([H])C2=N->1C([H])([H])C([H])([H])C2([H])[H],ligand_only,0,baseline_reused
DEFPIN,0,ok,0.0608,31,1,,[Pt+2](Cl)(Cl)(<-S1(=O)C([H])([H])C([H])([H])C([H])([H])C1([H])[H])<-S1(=O)C([H])([H])C([H])([H])C([H])([H])C1([H])[H],ligand_only,0,baseline_reused
DEFRIQ,0,ok,0.0807,41,1,,C([H])(c12->[Ru+2]3456(Cl)(<-N(c7c([H])c([H])c(Cl)c([H])c7[H])([H])[H])(<-c1([H])c->3([H])c->4(C([H])([H])[H])c->5([H])c->62[H])Cl)(C([H])([H])[H])C([H])([H])[H],ligand_only,0,baseline_reused
DEFVOA,0,ok,0.0939,65,1,,Cl[Zn+2]1(Cl)<-N2=C(C3=C(C4=N->1C([H])(C(C([H])([H])[H])(C([H])([H])[H])[H])C([H])([H])O4)C1([H])C4([H])C5([H])C([H])([H])C([H])([H])C([H])(C1([H])C([H])([H])C4([H])[H])C53[H])OC([H])([H])C2(C([H])(C([H])([H])[H])C([H])([H])[H])[H],ligand_only,0,baseline_reused
DEFXUK,0,ok,0.1140,72,1,,[Mo+4]12(Br)(<-P(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C(c3n->1c(C(P->2(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])([H])[H])c([H])c([H])c3[H])([H])[H])#N,ligand_only,0,baseline_reused
DEGBIB,0,ok,0.0903,63,1,,[W](<-n1c([H])c([H])c(C#Cc2sc(C([H])=C([H])c3sc(C(=Nc4c([H])c([H])c(N(C([H])([H])[H])C([H])([H])[H])c([H])c4[H])[H])c([H])c3[H])c([H])c2[H])c([H])c1[H])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+],ligand_only,0,baseline_reused
DEGHUV,0,ok,0.0626,35,1,,[Ru+2]12(<-S(c3c(N->1=C(c1c(O2)c([H])c([H])c([H])c1[H])[H])c([H])c([H])c([H])c3[H])C([H])([H])[H])(Cl)(<-[C-]#[O+])<-[C-]#[O+],ligand_only,0,baseline_reused
DEGMUZ,1,ok,0.1054,67,1,,[Au+](<-P(c1c([H])c([H])c([H])c([H])c1[H])(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H])<-n1c(-c2nc([H])c([H])c3c2c([H])c([H])c([H])c3[H])c2c(c([H])c1[H])c([H])c([H])c([H])c2[H],ligand_only,0,baseline_reused
DEGNOU,0,ok,0.0711,35,1,,[Ni+2]12(<-n3c([H])c([H])c([H])c([H])c3[H])<-N(=C(C([H])([H])[H])c3c(c([H])c([H])c([H])c3[H])O1)N=C(N([H])[H])S2,ligand_only,0,baseline_reused
DEGPAG,0,ok,0.0621,35,1,,[Pt+2]12(Br)<-N(C(c3c1c(C(N->2(C([H])([H])[H])C([H])([H])[H])([H])[H])c([H])c([H])c3[H])([H])[H])(C([H])([H])[H])C([H])([H])[H],ligand_only,0,baseline_reused
DEGRAJ,1,ok,0.0589,42,1,,[Rh+]1234(<-O([H])C([H])([H])C([H])(c5c([H])c([H])c([H])c([H])c5[H])N->1([H])[H])<-C1([H])=C->2([H])C([H])([H])C([H])([H])C->3([H])=C->4([H])C([H])([H])C1([H])[H],ligand_only,0,baseline_reused
DEGTUF,0,ok,0.0750,43,1,,[Re+5]1(Cl)(Cl)(Cl)(=O)<-n2c([H])c([H])c([H])c([H])c2-c2n->1nc(-c1c([H])c([H])c([H])c([H])c1[H])c(-c1c([H])c([H])c([H])c([H])c1[H])n2,ligand_only,0,baseline_reused
DEGVAN,0,ok,0.1137,42,1,,[Re+5]1(=O)(<-n2c([H])c([H])nc([H])c2-c2n->1nc(-c1c([H])c([H])c([H])c([H])c1[H])c(-c1c([H])c([H])c([H])c([H])c1[H])n2)(Cl)(Cl)Cl,ligand_only,0,baseline_reused
DEGZUN,0,ok,0.0744,80,1,,c1([H])n2C(C([H])([H])[H])=N(c3c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c([H])c3C([H])(C([H])([H])[H])C([H])([H])[H])->[Ni](<-N(=C(C([H])([H])[H])[n+]1c([H])c2[H])c1c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c([H])c1C([H])(C([H])([H])[H])C([H])([H])[H])Cl,ligand_only,0,baseline_reused
DEHDAW,1,ok,0.0895,63,1,,[Co+3]123(<-N(=C([H])c4c(c([H])c([H])c([H])c4[H])O1)C([H])([H])C([H])([H])N->2=C([H])c1c(c([H])c([H])c([H])c1[H])O3)(<-N([H])([H])c1c([H])c([H])c([H])c([H])c1[H])<-N([H])([H])c1c([H])c([H])c([H])c([H])c1[H],ligand_only,0,baseline_reused
DEHDIE,1,ok,0.0342,19,1,,[Ag+](<-n1c([H])c([H])n([H])c1[H])<-n1c([H])n([H])c([H])c1[H],ligand_only,0,baseline_reused
DEHFUS,0,ok,0.0777,60,1,,[W+6]1(Cl)(Cl)(Cl)(Cl)Oc2c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c2C([H])([H])c2c(c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c(C([H])([H])[H])c2[H])O1,ligand_only,0,baseline_reused
DEHJAC,0,ok,0.5154,84,1,,C1(c2c([H])c([H])c([H])c([H])c2[H])(c2c([H])c([H])c([H])c([H])c2[H])C2([H])C([H])(C(c3c([H])c([H])c([H])c([H])c3[H])(c3c([H])c([H])c([H])c([H])c3[H])O[Zr+4]3456789%10(<-C%11([H])=C->3([H])C->4([H])=C->5([H])C%116[H])(<-C3([H])=C->7([H])C8([H])C->9([H])=C->%103[H])O1)OC(C([H])([H])[H])(C([H])([H])[H])O2,ligand_only,0,baseline_reused
DEHJEG,0,ok,0.7277,84,1,,C1(c2c([H])c([H])c([H])c([H])c2[H])(c2c([H])c([H])c([H])c([H])c2[H])C2([H])C([H])(C(c3c([H])c([H])c([H])c([H])c3[H])(c3c([H])c([H])c([H])c([H])c3[H])O[Hf+4]3456789%10(C%11([H])C->3([H])=C->4([H])C->5([H])=C->6%11[H])(<-C3([H])=C->7([H])C->8([H])=C->9([H])C3%10[H])O1)OC(C([H])([H])[H])(C([H])([H])[H])O2,ligand_only,0,baseline_reused
DEHNAH,0,ok,0.1873,45,1,,[Ru+2]123456(Cl)(OC(=O)c7n->1c1c(c([H])c7[H])c([H])c([H])c([H])c1[H])<-c1(C([H])([H])[H])c->2([H])c->3([H])c->4(C([H])(C([H])([H])[H])C([H])([H])[H])c->5([H])c->61[H],ligand_only,0,baseline_reused
DEJBEA,0,ok,0.0442,25,1,,[Pt+2](Cl)(<-n1c([H])c([H])c(Cl)c([H])c1[H])(Cl)<-n1c([H])c([H])c(Cl)c([H])c1[H],ligand_only,0,baseline_reused
DEJBEB,0,ok,0.2147,79,1,,[Ru+2](<-P(c1c([H])c([H])c([H])c([H])c1[H])(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H])(<-P(c1c([H])c([H])c([H])c([H])c1[H])(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H])(Cl)(Cl)(<-[C-]#[O+])<-O(C([H])([H])[H])[H],ligand_only,0,baseline_reused
DEJBIE,0,ok,0.0457,25,1,,[Pt+2](Cl)(<-n1c([H])c([H])c(Br)c([H])c1[H])(Cl)<-n1c([H])c([H])c(Br)c([H])c1[H],ligand_only,0,baseline_reused
DEJBOK,0,ok,0.0445,25,1,,[Pd+2](Cl)(<-n1c([H])c([H])c(Cl)c([H])c1[H])(Cl)<-n1c([H])c([H])c(Cl)c([H])c1[H],ligand_only,0,baseline_reused
DEJBUQ,0,ok,0.0500,25,1,,[Pd+2](Cl)(<-n1c([H])c([H])c(Br)c([H])c1[H])(Cl)<-n1c([H])c([H])c(Br)c([H])c1[H],ligand_only,0,baseline_reused
DEJCAX,0,ok,0.0461,25,1,,I[Pd+2](<-n1c([H])c([H])c(I)c([H])c1[H])(I)<-n1c([H])c([H])c(I)c([H])c1[H],ligand_only,0,baseline_reused
