CSD_code,SMILES_tmQM,q,s,metal_symbol,coordination_number_tmQM,SMILES_CSD_fixed,coordination_number_CSD_fixed,SMILES_G
WUXQIS,Cc1cccc(C)c1[O-]->[Hf+4](<-[O-]c1c(C)cccc1C)(<-[O-]c1c(C)cccc1C)(<-[O-]c1c(C)cccc1C)<-[O-]c1c(C)cccc1C,-1,0,Hf,5,Cc1cccc(C)c1[O-]->[Hf+4](<-[O-]c1c(C)cccc1C)(<-[O-]c1c(C)cccc1C)(<-[O-]c1c(C)cccc1C)<-[O-]c1c(C)cccc1C,5.0,
IRUYUS,CC(C)(Cc1cccc[nH+]1)c12->[Zr+4]3456789(<-[Cl-])(<-[Cl-])(<-c(c->3[cH-]->41)c->52)<-c1(C)c->6(C)c->7(C)[c-]->8(C)c->91C,1,0,Zr,12,CC(C)(Cc1cccc[nH+]1)c12->[Zr+4]3456789(<-[Cl-])(<-[Cl-])(<-c(c->31)[cH-]->4c->52)<-c1(C)c->6(C)c->7(C)[c-]->8(C)c->91C,12.0,
BIHBOK,CC[N-](CC)->[Hf+4]12345(<-[O-]c6c(C(C)(C)C)cc(C(C)(C)C)cc6-[c-]->16c->2c->3c->41ccccc->516)<-[N-](CC)CC,0,0,Hf,8,CC[N-](CC)->[Hf+4]12345(<-[O-]c6c(C(C)(C)C)cc(C(C)(C)C)cc6-c->16[cH-]->2c->3c->41ccccc->561)<-[N-](CC)CC,8.0,
WEKYOB,COC1OC(C[O-]->[Zr+4]23456789(<-[O-]CC%10OC(OC)C(OC)C(OC)C%10OC)(<-c%10c->2c->3[cH-]->4c->5%10)<-c2c->6c->7[cH-]->8c->92)C(OC)C(OC)C1OC,0,0,Zr,12,COC1OC(C[O-]->[Zr+4]23456789(<-[O-]CC%10OC(OC)C(OC)C(OC)C%10OC)(<-c%10c->2c->3[cH-]->4c->5%10)<-c2c->6c->7[cH-]->8c->92)C(OC)C(OC)C1OC,12.0,
JAJXUR,CC(C)c1cccc(C(C)C)c1-n1c(=[N-]->[Ti+4](<-[Cl-])(<-[Cl-])<-[Cl-])n(C)c2ccccc21,0,0,Ti,4,CC(C)c1cccc(C(C)C)c1-n1c(=[N-]->[Ti+4](<-[Cl-])(<-[Cl-])<-[Cl-])n(C)c2ccccc21,4.0,CC(C)c1cccc(C(C)C)c1-n1c(=[N-:1↑]->[Ti+4](<-[Cl-:3Π↓])(<-[Cl-:2Π↓])<-[Cl-:4Π↓])n(C)c2ccccc21
JUSPIZ,Fc1cc(F)nc(C2C[CH-]2->[Zr+4]23456789(<-[F-])(<-c%10c->2c->3[cH-]->4c->5%10)<-c2c->6c->7[cH-]->8c->92)c1,0,0,Zr,12,Fc1cc(F)nc(C2C[CH-]2->[Zr+4]23456789(<-[F-])(<-c%10c->2c->3[cH-]->4c->5%10)<-c2c->6c->7[cH-]->8c->92)c1,12.0,
VOZJUR,CC(C)(C)[O-]->[Hf+4]12(<-[O-]c3c(C=N->1c1cccc4cccn->2c14)cc(C(C)(C)C)cc3C(C)(C)C)(<-[O-]C(C)(C)C)<-[O-]C(C)(C)C,0,0,Hf,6,CC(C)(C)[O-]->[Hf+4]12(<-[O-]c3c(C=N->1c1cccc4cccn->2c14)cc(C(C)(C)C)cc3C(C)(C)C)(<-[O-]C(C)(C)C)<-[O-]C(C)(C)C,6.0,CC(C)(C)[O-:1↑]->[Hf+4Π]12(<-[O-:2Π]c3c(C=[N:5Π]->1c1cccc4ccc[n:4Π]->2c14)cc(C(C)(C)C)cc3C(C)(C)C)(<-[O-:3Π]C(C)(C)C)<-[O-:6↓]C(C)(C)C
KAJTEY,CCc12->[Zr+4]3456789%10(<-[CH2-]c%11ccccc%11)(<-[CH2-]c%11ccccc%11)<-c%11(CC)c->3(C)[c-]->4([Si](C)(C)[c-]->5(c->61C)c->71c(C)c(C)c(C)c(C)c->821)c->91c(C)c(C)c(C)c(C)c->%10%111,0,0,Zr,12,CC[c-]12->[Zr+4]3456789%10(<-[CH2-]c%11ccccc%11)(<-[CH2-]c%11ccccc%11)<-c([Si](C)(C)c->3%11c->4(C)[c-]->5(CC)c->63c(C)c(C)c(C)c(C)c->7%113)(c->81C)c->91c(C)c(C)c(C)c(C)c->%1012,12.0,
ZIRRUQ,CN1=C2(c3ccccc3)P(c3ccccc3)(c3ccccc3)->[Ti+2]<-1<-23456(<-[Cl-])<-c1(C)c->3(C)c->4(C)[c-]->5(C)c->61C,0,0,Ti,9,C[NH2+]1C2(c3ccccc3)P(c3ccccc3)(c3ccccc3)->[Ti+2]<-1<-23456(<-[Cl-])<-c1(C)c->3(C)c->4(C)[c-]->5(C)c->61C,9.0,
GINTOQ,CC(C)N(C1=[C-](C#C[Si](C)(C)C)->[Zr+4]23456789%10(<-c%11c->2c->3([Si](C)(C)c->42c->5c->6c->73[c-]->82CCCC3)[c-]->92c->%10%11CCCC2)<-[N-]1C(C)C)[Si](C)(C)C,0,0,Zr,12,CC(C)N(C1=[C-](C#C[Si](C)(C)C)->[Zr+4]23456789%10(<-c%11c->2[c-]->3([Si](C)(C)c->42c->5[cH-]->6c->73c->82CCCC3)c->92c->%10%11CCCC2)<-[N-]1C(C)C)[Si](C)(C)C,12.0,
HUZROM,Cc1cc(C)c(-c2cccc(-c3c(C)cc(C)cc3C)c2[NH-]->[Ti+4]23456789(<-[C-]#Cc%10ccccc%10)(<-c%10c->2c->3[cH-]->4c->5%10)<-c2c->6c->7[cH-]->8c->92)c(C)c1,0,0,Ti,12,Cc1cc(C)c(-c2cccc(-c3c(C)cc(C)cc3C)c2[NH-]->[Ti+4]23456789(<-[C-]#Cc%10ccccc%10)(<-c%10c->2c->3[cH-]->4c->5%10)<-c2c->6c->7[cH-]->8c->92)c(C)c1,12.0,
HUVNEU,C1CCC([N-](C2CCCCC2)->[Zr+4](<-[N-](C2CCCCC2)C2CCCCC2)(<-[N-](C2CCCCC2)C2CCCCC2)<-[N-](C2CCCCC2)C2CCCCC2)CC1,0,0,Zr,4,C1CCC([N-](C2CCCCC2)->[Zr+4](<-[N-](C2CCCCC2)C2CCCCC2)(<-[N-](C2CCCCC2)C2CCCCC2)<-[N-](C2CCCCC2)C2CCCCC2)CC1,4.0,
DEXTEJ,CC(C)[O-]->[Zr+4]12(<-[O-]c3c(C=N->1c1c(F)c(F)cc(F)c1F)cc(C(C)(C)C)cc3C(C)(C)C)(<-[O-]c1c(C=N->2c2c(F)c(F)cc(F)c2F)cc(C(C)(C)C)cc1C(C)(C)C)<-[O-]C(C)C,0,0,Zr,6,CC(C)[O-]->[Zr+4]12(<-[O-]c3c(C=N->1c1c(F)c(F)cc(F)c1F)cc(C(C)(C)C)cc3C(C)(C)C)(<-[O-]c1c(C=N->2c2c(F)c(F)cc(F)c2F)cc(C(C)(C)C)cc1C(C)(C)C)<-[O-]C(C)C,6.0,CC(C)[O-:2Π]->[Zr+4Π]12(<-[O-:1↑]c3c(C=[N:5Π]->1c1c(F)c(F)cc(F)c1F)cc(C(C)(C)C)cc3C(C)(C)C)(<-[O-:6↓]c1c(C=[N:4Π]->2c2c(F)c(F)cc(F)c2F)cc(C(C)(C)C)cc1C(C)(C)C)<-[O-:3Π]C(C)C
YUKXUA,Cc1c(C)c(C)c23->[Ti+4]4567(<-[CH2-][Si](C)(C)C)(<-[CH2-][Si](C)(C)C)<-[N-](C(C)(C)C)[Si](C)(C)[c-]->42c->5(C)c->6(C)c->73c1C,0,0,Ti,8,Cc1c(C)c(C)[c-]23->[Ti+4]4567(<-[CH2-][Si](C)(C)C)(<-[CH2-][Si](C)(C)C)<-[N-](C(C)(C)C)[Si](C)(C)c->42c->5(C)c->6(C)c->73c1C,8.0,
YOZVEP,[Cl-]->[Ti+4]12(<-[Cl-])(<-[O-]c3ccccc3)<-n3cccn3[BH-](n3cccn->13)n1cccn->21,0,0,Ti,6,[Cl-]->[Ti+4]12(<-[Cl-])(<-[O-]c3ccccc3)<-[n-]3ccc[n+]3[BH-]([n+]3ccc[n-]->13)[n+]1ccc[n-]->21,6.0,[Cl-:3Π]->[Ti+4Π]12(<-[Cl-:2Π])(<-[O-:6↓]c3ccccc3)<-[n-:1↑]3ccc[n+]3[BH-]([n+]3ccc[n-:4Π]->13)[n+]1ccc[n-:5Π]->21
JIQZUI,CC1(C)COB2B3OCC(C)(C)CO3->[Ti+4](<-[Cl-])(<-[Cl-])(<-[Cl-])(<-[Cl-])<-O2C1,0,0,Ti,6,CC1(C)COB2B3OCC(C)(C)CO3->[Ti+4](<-[Cl-])(<-[Cl-])(<-[Cl-])(<-[Cl-])<-O2C1,6.0,CC1(C)COB2B3OCC(C)(C)C[O:5Π]3->[Ti+4Π](<-[Cl-:6↓])(<-[Cl-:4Π])(<-[Cl-:2Π])(<-[Cl-:3Π])<-[O:1↑]2C1
QEVWIY,Cc1cc2C=N(C3CCC3)->[Zr+4]3(<-[Cl-])(<-[Cl-])(<-[O-]c2c(C(C)(C)C)c1)<-[O-]c1c(C=N->3C2CCC2)cc(C)cc1C(C)(C)C,0,0,Zr,6,Cc1cc2C=N(C3CCC3)->[Zr+4]3(<-[Cl-])(<-[Cl-])(<-[O-]c2c(C(C)(C)C)c1)<-[O-]c1c(C=N->3C2CCC2)cc(C)cc1C(C)(C)C,6.0,Cc1cc2C=[N:4Π](C3CCC3)->[Zr+4Π]3(<-[Cl-:2Π])(<-[Cl-:6↓])(<-[O-:3Π]c2c(C(C)(C)C)c1)<-[O-:5Π]c1c(C=[N:1↑]->3C2CCC2)cc(C)cc1C(C)(C)C
JAGBOM,C[Si](C)(C)N(B(Cl)c1cccc[c-]1->[Zr+4]12345678(<-[Cl-])(<-c9c->1c->2[cH-]->3c->49)<-c1c->5c->6[cH-]->7c->81)[Si](C)(C)C,0,0,Zr,12,C[Si](C)(C)N(B(Cl)c1cccc[c-]1->[Zr+4]12345678(<-[Cl-])(<-c9c->1c->2[cH-]->3c->49)<-c1c->5c->6[cH-]->7c->81)[Si](C)(C)C,12.0,
GALVOF,COCC[O-]->[Ti+4]12(<-[O-]CCOC)(<-[O-]c3cccc4cccn->1c34)<-[O-]c1cccc3cccn->2c13,0,0,Ti,6,COCC[O-]->[Ti+4]12(<-[O-]CCOC)(<-[O-]c3cccc4cccn->1c34)<-[O-]c1cccc3cccn->2c13,6.0,COCC[O-:2Π]->[Ti+4Π]12(<-[O-:3Π]CCOC)(<-[O-:6↓]c3cccc4ccc[n:4Π]->1c34)<-[O-:1↑]c1cccc3ccc[n:5Π]->2c13
XEMNUA,CC(C)(C)C#CC1C(=C2=C3=[C-](C(C)(C)C)->[Zr+4]<-2<-3456789%10%11(<-[C-]=1C(C)(C)C)(<-c1c->4c->5[cH-]->6c->71)<-c1c->8c->9[cH-]->%10c->%111)C(C)(C)C,0,0,Zr,14,,,
DESVUT,N#Cc1ccc([N-2]->[Ti+4](<-[Cl-])(<-[Cl-])(<-n2ccccc2)(<-n2ccccc2)<-n2ccccc2)cc1,0,0,Ti,6,N#Cc1ccc([N-2]->[Ti+4](<-[Cl-])(<-[Cl-])(<-n2ccccc2)(<-n2ccccc2)<-n2ccccc2)cc1,6.0,N#Cc1ccc([N-2:3Π]->[Ti+4Π](<-[Cl-:2Π])(<-[Cl-:4Π])(<-[n:5Π]2ccccc2)(<-[n:6↓]2ccccc2)<-[n:1↑]2ccccc2)cc1
JIDCIM,CC(C)([c-]12->[Zr+4]3456789(<-[Cl-])(<-[Cl-])(<-c(c->3c->41)c->52)<-c1(C)c->6(C)c->7(C)[c-]->8(C)c->91C)P(=S)(c1ccccc1)c1ccccc1,0,0,Zr,12,CC(C)(c12->[Zr+4]3456789(<-[Cl-])(<-[Cl-])(<-c(c->31)[cH-]->4c->52)<-c1(C)c->6(C)c->7(C)[c-]->8(C)c->91C)P(=S)(c1ccccc1)c1ccccc1,12.0,
CIGBOK,Cc1ccc([Si](C)(C)[N-]([Si](C)(C)c2ccc(C)o2)->[Zr+4]2(<-[Cl-])(<-[Cl-])<-[N-]([Si](C)(C)c3ccc(C)o3)[Si](C)(C)c->23ccc(C)o3)o1,0,0,Zr,5,Cc1ccc([Si](C)(C)[N-]([Si](C)(C)c2ccc(C)o2)->[Zr+4](<-[Cl-])(<-[Cl-])<-[N-]([Si](C)(C)c2ccc(C)o2)[Si](C)(C)c2ccc(C)o2)o1,4.0,
WULZOV,Clc1ccc([N-]2CC[CH2-]->[Ti+4]<-23456789%10(<-c2c->3c->4[c-]->5(C3C4CC5CC(C4)CC3C5)c->62)<-c2c->7c->8[c-]->9(C3C4CC5CC(C4)CC3C5)c->%102)cc1,0,0,Ti,12,Clc1ccc([N-]2CC[CH2-]->[Ti+4]<-23456789%10(<-c2c->3[cH-]->4c->5(C3C4CC5CC(C4)CC3C5)c->62)<-c2c->7c->8(C3C4CC5CC(C4)CC3C5)c->9[cH-]->%102)cc1,12.0,
RUDGEF,Cc1cc(CN2CCOCC2)c2[O-]->[Zr+4]3(<-[O-]c4c(CN5CCOCC5)cc(C)cc4-n4nc5ccccc5n->34)(<-[O-]C(C)C)(<-[O-]C(C)C)<-n3c4ccccc4nn3-c2c1,0,0,Zr,6,Cc1cc(CN2CCOCC2)c2[O-]->[Zr+4]3(<-[O-]c4c(CN5CCOCC5)cc(C)cc4-n4nc5ccccc5n->34)(<-[O-]C(C)C)(<-[O-]C(C)C)<-n3c4ccccc4nn3-c2c1,6.0,Cc1cc(CN2CCOCC2)c2[O-:1↑]->[Zr+4Π]3(<-[O-:6↓]c4c(CN5CCOCC5)cc(C)cc4-n4nc5ccccc5[n:4Π]->34)(<-[O-:3Π]C(C)C)(<-[O-:2Π]C(C)C)<-[n:5Π]3c4ccccc4nn3-c2c1
NITQAM,[Cl-]->[Zr+4]12345678(<-[NH-]P(N(C9CCCCC9)C9CCCCC9)N(C9CCCCC9)C9CCCCC9)(<-c9c->1c->2[cH-]->3c->49)<-c1c->5c->6[cH-]->7c->81,0,0,Zr,12,[Cl-]->[Zr+4]12345678(<-[NH-]P(N(C9CCCCC9)C9CCCCC9)N(C9CCCCC9)C9CCCCC9)(<-c9c->1c->2[cH-]->3c->49)<-c1c->5c->6[cH-]->7c->81,12.0,
SICRIJ,CC(C)(C)c1cc2C=N3c4ccccc4-c4ccccc4N4=Cc5cc(C(C)(C)C)cc(C(C)(C)C)c5[O-]->[Ti+4]<-3<-4(<-[Cl-])(<-[Cl-])<-[O-]c2c(C(C)(C)C)c1,0,0,Ti,6,CC(C)(C)c1cc2C=N3c4ccccc4-c4ccccc4N4=Cc5cc(C(C)(C)C)cc(C(C)(C)C)c5[O-]->[Ti+4]<-3<-4(<-[Cl-])(<-[Cl-])<-[O-]c2c(C(C)(C)C)c1,6.0,CC(C)(C)c1cc2C=[N:4Π]3c4ccccc4-c4ccccc4[N:1↑]4=Cc5cc(C(C)(C)C)cc(C(C)(C)C)c5[O-:6↓]->[Ti+4Π]<-3<-4(<-[Cl-:3Π])(<-[Cl-:2Π])<-[O-:5Π]c2c(C(C)(C)C)c1
RIZNIX,Cc12->[Ti+4]345(<-[S-]c6ccccc6)(<-[S-]c6ccccc6)(<-[S-]c6ccccc6)<-[n-]1c->3(C)c->4(C)c->52C,0,0,Ti,8,,,
XEVSUQ,CC1=C(C)N(c2c(C(C)C)cccc2C(C)C)C(=[CH-]->[Ti+4](<-[Cl-])(<-[Cl-])<-[CH-]=C2N(c3c(C(C)C)cccc3C(C)C)C(C)=C(C)N2c2c(C(C)C)cccc2C(C)C)N1c1c(C(C)C)cccc1C(C)C,0,0,Ti,4,CC1=C(C)N(c2c(C(C)C)cccc2C(C)C)C(=[CH-]->[Ti+4](<-[Cl-])(<-[Cl-])<-[CH-]=C2N(c3c(C(C)C)cccc3C(C)C)C(C)=C(C)N2c2c(C(C)C)cccc2C(C)C)N1c1c(C(C)C)cccc1C(C)C,4.0,
QIHBIW,CC1=CC2=N3->[Zr+4]456789%10%11(<-[NH-]1)(<-[C-](=C3C=C2C(C)(C)C)C(C)(C)C)(<-c1c->4c->5[cH-]->6c->71)<-c1c->8c->9[cH-]->%10c->%111,0,0,Zr,13,CC1C=c2c(C(C)(C)C)cc3=[C-](C(C)(C)C)->[Zr+4]456789%10%11(<-N=1)(<-c1c->4c->5[cH-]->6c->71)(<-c1c->8c->9[cH-]->%10c->%111)<-[n-]32,13.0,
ACOMIP,C[Si](C)(C)[Si]1([O-]->[Ti+4](<-[Cl-])(<-[Cl-])<-[O-][Si]([Si](C)(C)C)([Si](C)(C)C)[Si]1(C)C)[Si](C)(C)C,0,0,Ti,4,C[Si](C)(C)[Si]1([O-]->[Ti+4](<-[Cl-])(<-[Cl-])<-[O-][Si]([Si](C)(C)C)([Si](C)(C)C)[Si]1(C)C)[Si](C)(C)C,4.0,
NUNTUM,c1cc2[O-]->[Hf+4]345(<-[O-]c6cccc7cccn->3c67)(<-[O-]c3cccc6cccn->4c36)(<-[O-]c3cccc4cccn->5c34)<-n3cccc(c1)c23,0,0,Hf,8,c1cc2[O-]->[Hf+4]345(<-[O-]c6cccc7cccn->3c67)(<-[O-]c3cccc6cccn->4c36)(<-[O-]c3cccc4cccn->5c34)<-n3cccc(c1)c23,8.0,
WAVSAR,C[N-](C)->[Hf+4]12345(<-c6c->1c->2[c-]->3(C(C)(C)C(=C1OCC(C)(C)[N-]->41)c1ccccc1)c->56)<-[N-](C)C,0,0,Hf,8,C[N-](C)->[Hf+4]12345(<-c6c->1[cH-]->2c->3(C(C)(C)C(=C1OCC(C)(C)[N-]->41)c1ccccc1)c->56)<-[N-](C)C,8.0,
USAPEM,C[N-](C)->[Hf+4]123(<-[N-](C)C)<-[N-](c4ccccc4S->1CCS->2c1ccccc1[N-]->3C1CCCCC1)C1CCCCC1,0,0,Hf,6,C[N-](C)->[Hf+4]123(<-[N-](C)C)<-[N-](c4ccccc4S->1CCS->2c1ccccc1[N-]->3C1CCCCC1)C1CCCCC1,6.0,C[N-:3Π](C)->[Hf+4]123(<-[N-:6Π](C)C)<-[N-:5Π](c4ccccc4[S:1Π]->1CC[S:4Π]->2c1ccccc1[N-:2Π]->3C1CCCCC1)C1CCCCC1
QENPOS,CC(C)c1cccc(C(C)C)c1N1=C(N(C(C)C)C(C)C)[N-](c2c(C(C)C)cccc2C(C)C)->[Ti+4]<-1(<-[Cl-])(<-[Cl-])<-[Cl-],0,0,Ti,5,CC(C)c1cccc(C(C)C)c1N1=C(N(C(C)C)C(C)C)[N-](c2c(C(C)C)cccc2C(C)C)->[Ti+4]<-1(<-[Cl-])(<-[Cl-])<-[Cl-],5.0,
RUBVES,CC(C)(C)c1cc2CN3(C)CCN4=Cc5ccccc5[O-]->[Ti+4]<-4<-3(<-[Cl-])(<-[Cl-])<-[O-]c2c(C(C)(C)C)c1,0,0,Ti,6,CC(C)(C)c1cc2CN3(C)CCN4=Cc5ccccc5[O-]->[Ti+4]<-4<-3(<-[Cl-])(<-[Cl-])<-[O-]c2c(C(C)(C)C)c1,6.0,CC(C)(C)c1cc2C[N:5Π]3(C)CC[N:1↑]4=Cc5ccccc5[O-:3Π]->[Ti+4Π]<-4<-3(<-[Cl-:6↓])(<-[Cl-:2Π])<-[O-:4Π]c2c(C(C)(C)C)c1
XIFQEI,CC1[N-](c2ccccc2)->[Ti+4]2345(<-c6c->2c->3[c-]->41c->56)(<-[N-](C)C)<-[N-](C)C,0,0,Ti,8,CC1[N-](c2ccccc2)->[Ti+4]2345(<-c6c->2[cH-]->3c->41c->56)(<-[N-](C)C)<-[N-](C)C,8.0,
TUVMIH,C[Si](C)(Cl)C1#C([Si](C)(C)Cl)->[Zr+2]<-123456789(<-c1c->2c->3[cH-]->4c->51)(<-c1c->6c->7[cH-]->8c->91)<-n1ccccc1,0,0,Zr,13,C[Si](C)(Cl)C1=C([Si](C)(C)Cl)->[Zr+2]<-123456789(<-c1c->2c->3[cH-]->4c->51)(<-c1c->6c->7[cH-]->8c->91)<-n1ccccc1,13.0,
YUQBOD,[Cl-]->[Ti+2]1(<-[Cl-])(<-C(c2ccccc2)#C->1c1ccccc1)(<-n1ccccc1)(<-n1ccccc1)<-n1ccccc1,0,0,Ti,7,[Cl-]->[Ti+2]1(<-[Cl-])(<-C(c2ccccc2)#C->1c1ccccc1)(<-n1ccccc1)(<-n1ccccc1)<-n1ccccc1,7.0,
TIKREL,C[N-](C)->[Zr+4](<-[N-](c1ccccc1)c1ccccc1)(<-[N-](c1ccccc1)c1ccccc1)<-[N-](c1ccccc1)c1ccccc1,0,0,Zr,4,C[N-](C)->[Zr+4](<-[N-](c1ccccc1)c1ccccc1)(<-[N-](c1ccccc1)c1ccccc1)<-[N-](c1ccccc1)c1ccccc1,4.0,
RACCAD,C=C(CCC)[C-]1=C(CCC)C[c-]23->[Ti+4]<-1456(<-[Cl-])(<-[Cl-])<-c(C)(c->4(C)c->52C)c->63C,0,0,Ti,8,C=C(CCC)[C-]1=C(CCC)C[c-]23->[Ti+4]<-1456(<-[Cl-])(<-[Cl-])<-c(C)(c->4(C)c->52C)c->63C,8.0,
ACEZIV,CC(C)c1cccc(C(C)C)c1N1=C([O-]->[Ti+4]<-12(<-[O-]C(N(C)C(C)c1ccccc1)=N->2c1c(C(C)C)cccc1C(C)C)(<-[N-](C)C)<-[N-](C)C)N(C)C(C)c1ccccc1,0,0,Ti,6,CC(C)c1cccc(C(C)C)c1N1=C([O-]->[Ti+4]<-12(<-[O-]C(N(C)C(C)c1ccccc1)=N->2c1c(C(C)C)cccc1C(C)C)(<-[N-](C)C)<-[N-](C)C)N(C)C(C)c1ccccc1,6.0,
JIDCEI,CC(C)([c-]12->[Zr+4]3456789(<-[Cl-])(<-[Cl-])(<-c(c->3c->41)c->52)<-c1(C)c->6(C)c->7(C)[c-]->8(C)c->91C)P(=O)(c1ccccc1)c1ccccc1,0,0,Zr,12,CC(C)(c12->[Zr+4]3456789(<-[Cl-])(<-[Cl-])(<-c(c->31)[cH-]->4c->52)<-c1(C)c->6(C)c->7(C)[c-]->8(C)c->91C)P(=O)(c1ccccc1)c1ccccc1,12.0,
MACXOH,CC(C)c1cccc(C(C)C)c1[N-]1[Si](C)(C)[c-]2(->[Zr+4]<-1(<-[Cl-])(<-[Cl-])(<-O1CCCC1)<-O1CCCC1)c1ccccc1c1ccccc12,0,0,Zr,6,CC(C)c1cccc(C(C)C)c1[N-]1[Si](C)(C)[c-]2(->[Zr+4]<-1(<-[Cl-])(<-[Cl-])(<-O1CCCC1)<-O1CCCC1)c1ccccc1c1ccccc12,6.0,
ZECFUM,[Cl-]->[Ti+4]1(<-[CH2-]c2ccccc2)(<-[CH2-]c2ccccc2)<-[CH2-]c->12ccccc2,0,0,Ti,5,[Cl-]->[Ti+4]1(<-[CH2-]c2ccccc2)(<-[CH2-]c2ccccc2)<-[CH2-]c->12ccccc2,5.0,
XATYUN,CS(C)=O->[Zr+4](<-[F-])(<-[F-])(<-[Cl-])(<-O=S(C)C)(<-O=S(C)C)<-O=S(C)C,1,0,Zr,7,CS(C)=O->[Zr+4](<-[F-])(<-[F-])(<-[Cl-])(<-O=S(C)C)(<-O=S(C)C)<-O=S(C)C,7.0,
HUZRAY,Cc1ccc(C#[C-]->[Ti+4]23456789(<-[NH-]c%10c(-c%11c(C)cc(C)cc%11C)cccc%10-c%10c(C)cc(C)cc%10C)(<-c%10c->2c->3[cH-]->4c->5%10)<-c2c->6c->7[cH-]->8c->92)cc1,0,0,Ti,12,Cc1ccc(C#[C-]->[Ti+4]23456789(<-[NH-]c%10c(-c%11c(C)cc(C)cc%11C)cccc%10-c%10c(C)cc(C)cc%10C)(<-c%10c->2c->3[cH-]->4c->5%10)<-c2c->6c->7[cH-]->8c->92)cc1,12.0,
RIYZAD,CC(C)(C)[O-]->[Hf+4]123(<-[O-]c4c(Br)cc(Br)cc4C=N->1C1=C(N->2=Cc2cc(Br)cc(Br)c2[O-]->3)CCCC1)<-[O-]C(C)(C)C,0,0,Hf,6,CC(C)(C)[O-]->[Hf+4]123(<-[O-]c4c(Br)cc(Br)cc4C=N->1C1CCCCC1N->2=Cc1cc(Br)cc(Br)c1[O-]->3)<-[O-]C(C)(C)C,6.0,
ZELPUF,[Cl-]->[Ti+4]123456789(<-[Cl-])<-c%10c->1c->2(CCCc->31c->4c->5c->62[c-]->71CCCC2)[c-]->81c->9%10CCCC1,0,0,Ti,12,[Cl-]->[Ti+4]123456789(<-[Cl-])<-c%10[cH-]->1c->21c->3(c->4%10CCCc->52[cH-]->6c->7c->83c->92CCCC3)CCCC1,12.0,
CAFLUU,c1ccc(-c2cc(-c3ccccc3)[n-]3->[Zr+4]456(<-n7c(-c23)cccc7-c2c(-c3ccccc3)cc(-c3ccccc3)[n-]->42)<-n2c(-c3c(-c4ccccc4)cc(-c4ccccc4)[n-]->53)cccc2-c2c(-c3ccccc3)cc(-c3ccccc3)[n-]->62)cc1,0,0,Zr,6,c1ccc(-c2cc(-c3ccccc3)[n-]3->[Zr+4]456(<-n7c(-c23)cccc7-c2c(-c3ccccc3)cc(-c3ccccc3)[n-]->42)<-n2c(-c3c(-c4ccccc4)cc(-c4ccccc4)[n-]->53)cccc2-c2c(-c3ccccc3)cc(-c3ccccc3)[n-]->62)cc1,6.0,
RERFUT,[CH3-]->[Zr+4]12345678(<-c9c->1c->2[cH-]->3c->49)(<-c1c->5c->6[cH-]->7c->81)<-[n-]1cccc1,0,0,Zr,12,[CH3-]->[Zr+4]12345678(<-c9c->1c->2[cH-]->3c->49)(<-c1c->5c->6[cH-]->7c->81)<-[n-]1cccc1,12.0,
SEQLIN,CC1=CC(C)=N2c3cc(C(C)(C)C)ccc3[O-]->[Zr+4]<-2(<-[Cl-])(<-[Cl-])(<-n2ccccc2)(<-n2ccccc2)<-[N-]1c1c(C(C)C)cccc1C(C)C,0,0,Zr,7,CC1=CC(C)=N2c3cc(C(C)(C)C)ccc3[O-]->[Zr+4]<-2(<-[Cl-])(<-[Cl-])(<-n2ccccc2)(<-n2ccccc2)<-[N-]1c1c(C(C)C)cccc1C(C)C,7.0,
XIQDOS,C[Si](C)(C)N1=C(c2ccccc2)[N-](C2CCCCC2)->[Zr+4]<-12(<-[Cl-])(<-[Cl-])<-N(=C(c1ccccc1)[N-]->2C1CCCCC1)[Si](C)(C)C,0,0,Zr,6,C[Si](C)(C)[N-]1C(c2ccccc2)=N(C2CCCCC2)->[Zr+4]<-12(<-[Cl-])(<-[Cl-])<-N(=C(c1ccccc1)[N-]->2[Si](C)(C)C)C1CCCCC1,6.0,C[Si](C)(C)[N-:5Π]1C(c2ccccc2)=[N:4Π](C2CCCCC2)->[Zr+4Π]<-12(<-[Cl-:6↓])(<-[Cl-:2Π])<-[N:1↑](=C(c1ccccc1)[N-:3Π]->2[Si](C)(C)C)C1CCCCC1
ZUTJON,CC(C)(C)[N-]1[Si](C)(C)C[c-]23->[Hf+4]<-1456(<-[Cl-])(<-[Cl-])<-c1(ccccc->412)c->51ccccc->613,0,0,Hf,8,CC(C)(C)[N-]1[Si](C)(C)C[c-]23->[Hf+4]<-1456(<-[Cl-])(<-[Cl-])<-c1(ccccc->412)c->51ccccc->613,8.0,
ZOFVIC,CCO[P+]1(OCC)[O-]->[Ti+4]2(<-[O-][P+](OCC)(OCC)[N-]->2c2ccccc2)(<-[N-](C)C)(<-[N-](C)C)<-[N-]1c1ccccc1,0,0,Ti,6,CCOP1(OCC)=O->[Ti+4]2(<-O=P(OCC)(OCC)[N-]->2c2ccccc2)(<-[N-](C)C)(<-[N-](C)C)<-[N-]1c1ccccc1,6.0,CCOP1(OCC)=[O:2Π]->[Ti+4Π]2(<-[O:3Π]=P(OCC)(OCC)[N-:6↓]->2c2ccccc2)(<-[N-:4Π](C)C)(<-[N-:5Π](C)C)<-[N-:1↑]1c1ccccc1
