CSD_code,total_charge,fixed_CSD_SMILES,NBO,xyz2mol_tm,TMC-LewisGen
GABFUN,1,CC(C)c12->[Ru+2]34567(<-[Cl-])(<-[C]8N(C)C=CN8CN8C=CN(C)[C]->38)<-c(c->41)c->5(C)c->6c->72,CC(C)c12->[Ru+2]34567(<-[Cl-])(<-[C]8N(C)C=CN8CN8C=CN(C)[C]->38)<-c(c->41)c->5(C)c->6c->72,CC(C)c12->[Ru+2]34567(<-[Cl-])(<-[C]8N(C)C=CN8CN8C=CN(C)[C]->38)<-c(c->41)c->5(C)c->6c->72,C1([H])([H])N2C([H])=C([H])N(C([H])([H])[H])C2->[Ru+2]23456(<-C7N1C([H])=C([H])N7C([H])([H])[H])(<-c1(C([H])(C([H])([H])[H])C([H])([H])[H])c->2([H])c->3([H])c->4(C([H])([H])[H])c->5([H])c->61[H])Cl
GABKEB,0,[O+]#[C-]->[Ru+2](<-[Cl-])(<-[Cl-])(<-[C-]#[O+])(<-[C-]#[O+])<-S1CCOCC1,[O+]#[C-]->[Ru+2](<-[Cl-])(<-[Cl-])(<-[C-]#[O+])(<-[C-]#[O+])<-S1CCOCC1,[O+]#[C-]->[Ru+2](<-[Cl-])(<-[Cl-])(<-[C-]#[O+])(<-[C-]#[O+])<-S1CCOCC1,[Ru+2](Cl)(Cl)(<-S1C([H])([H])C([H])([H])OC([H])([H])C1([H])[H])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+]
GABKIF,0,CCCS1CCS(CCC)->[Ru+2]<-1(<-[Cl-])(<-[Cl-])(<-[C-]#[O+])<-[C-]#[O+],CCCS1CCS(CCC)->[Ru+2]<-1(<-[Cl-])(<-[Cl-])(<-[C-]#[O+])<-[C-]#[O+],CCCS1CCS(CCC)->[Ru+2]<-1(<-[Cl-])(<-[Cl-])(<-[C-]#[O+])<-[C-]#[O+],[Ru+2]1(Cl)(Cl)(<-S(C(C(C([H])([H])[H])([H])[H])([H])[H])C([H])([H])C(S->1C([H])([H])C([H])([H])C([H])([H])[H])([H])[H])(<-[C-]#[O+])<-[C-]#[O+]
GABKOL,0,[Cl-]->[Ru+2](<-[Cl-])(<-S1CCOCC1)(<-S1CCOCC1)(<-S1CCOCC1)<-S1CCOCC1,[Cl-]->[Ru+2](<-[Cl-])(<-S1CCOCC1)(<-S1CCOCC1)(<-S1CCOCC1)<-S1CCOCC1,[Cl-]->[Ru+2](<-[Cl-])(<-S1CCOCC1)(<-S1CCOCC1)(<-S1CCOCC1)<-S1CCOCC1,[Ru+2](Cl)(<-S1C([H])([H])C([H])([H])OC([H])([H])C1([H])[H])(<-S1C([H])([H])C([H])([H])OC([H])([H])C1([H])[H])(Cl)(<-S1C([H])([H])C([H])([H])OC([H])([H])C1([H])[H])<-S1C([H])([H])C([H])([H])OC([H])([H])C1([H])[H]
GABMOM,1,O=[N+]([O-])[O-]->[Pd+2]12<-n3ccccc3CN->1Cc1ccccn->21,O=[N+]([O-])[O-]->[Pd+2]12<-n3ccccc3CN->1Cc1ccccn->21,O=[N+]([O-])[O-]->[Pd+2]12<-n3ccccc3CN->1Cc1ccccn->21,c12C([H])([H])N3(C(c4c([H])c([H])c([H])c([H])n4->[Pd+2]<-3(<-n1c([H])c([H])c([H])c2[H])O[N+]([O-])=O)([H])[H])[H]
GABPUU,1,C[C](NC(C)c1ccccc1)->[Fe+2]1234(<-[C-]#[O+])(<-c5c->1c->2[cH-]->3c->45)<-P(c1ccccc1)(c1ccccc1)c1ccccc1,C[C](N[C@@H](C)c1ccccc1)->[Fe+2]1234(<-[C-]#[O+])(<-c5c->1c->2[cH-]->3c->45)<-P(c1ccccc1)(c1ccccc1)c1ccccc1,C[C](NC(C)c1ccccc1)->[Fe+2]1234(<-[C-]#[O+])(<-c5c->1c->2[cH-]->3c->45)<-P(c1ccccc1)(c1ccccc1)c1ccccc1,[Fe+4]1234(<-P(c5c([H])c([H])c([H])c([H])c5[H])(c5c([H])c([H])c([H])c([H])c5[H])c5c([H])c([H])c([H])c([H])c5[H])(=C(N(C(c5c([H])c([H])c([H])c([H])c5[H])(C([H])([H])[H])[H])[H])C([H])([H])[H])(<-[C-]#[O+])<-C5([H])=C->1([H])C2([H])C->3([H])=C->45[H]
GABYAK,-1,O=C1NC(=O)[NH-]->[Au+3](<-[Br-])(<-[Br-])<-[NH-]1,O=C1NC(=O)[NH-]->[Au+3](<-[Br-])(<-[Br-])<-[NH-]1,O=C1NC(=O)[NH-]->[Au+3](<-[Br-])(<-[Br-])<-[NH-]1,[Au+3]1(Br)(Br)N([H])C(=O)N([H])C(=O)N1[H]
GABYUD,0,COC(=N[C](C(C)(C)C)->[Cr](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+])c1ccccc1,CO/C(=N/[C](C(C)(C)C)->[Cr](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+])c1ccccc1,COC(=N[C](C(C)(C)C)->[Cr](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+])c1ccccc1,[Cr+2](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])=C(N=C(OC([H])([H])[H])c1c([H])c([H])c([H])c([H])c1[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]
GACHOJ,0,O=C1c2ccccn2->[Ni+2]234(<-N(=Nc5ccccc5)c5ccccc5[N-]->21)<-N(=Nc1ccccc1)c1ccccc1[N-]->3C(=O)c1ccccn->41,O=C1c2ccccn2->[Ni+2]234(<-N(=N\c5ccccc5)/c5ccccc5[N-]->21)<-N(=N\c1ccccc1)/c1ccccc1[N-]->3C(=O)c1ccccn->41,O=C1c2ccccn2->[Ni+2]234(<-N(=Nc5ccccc5)c5ccccc5[N-]->21)<-N(=Nc1ccccc1)c1ccccc1[N-]->3C(=O)c1ccccn->41,[Ni+2]1234(<-n5c([H])c([H])c([H])c([H])c5C(=O)N1c1c([H])c([H])c([H])c([H])c1N->2=Nc1c([H])c([H])c([H])c([H])c1[H])<-n1c([H])c([H])c([H])c([H])c1C(=O)N3c1c([H])c([H])c([H])c([H])c1N->4=Nc1c([H])c([H])c([H])c([H])c1[H]
GACJID,0,c1ccc(C2C[CH2-]->[Hf+4]3456789%10(<-[C-]=2c2ccccc2)(<-c2c->3c->4[cH-]->5c->62)<-c2c->7c->8[cH-]->9c->%102)cc1,c1ccc(/C2C[CH2-]->[Hf+4]3456789%10(<-[C-]=2\c2ccccc2)(<-c2c->3c->4[cH-]->5c->62)<-c2c->7c->8[cH-]->9c->%102)cc1,c1ccc(C2C[CH2-]->[Hf+4]3456789%10(<-[C-]=2c2ccccc2)(<-c2c->3c->4[cH-]->5c->62)<-c2c->7c->8[cH-]->9c->%102)cc1,[Hf+4]123456789(C%10([H])C->1([H])=C->2([H])C->3([H])=C->4%10[H])(<-C1([H])=C->5([H])C->6([H])=C->7([H])C81[H])C([H])([H])C([H])([H])C(c1c([H])c([H])c([H])c([H])c1[H])=C9c1c([H])c([H])c([H])c([H])c1[H]
GACLOM,0,CC1(C)COC2Cc3ccc4CC5=N(->[Pd+2](<-[Cl-])(<-N=21)<-[n-]34)C(C)(C)CO5,CC1(C)COC2Cc3ccc4CC5=N(->[Pd@OH23+2](<-[Cl-])(<-N=21)<-[n-]34)C(C)(C)CO5,CC1(C)COC2Cc3ccc4CC5=N(->[Pd+2](<-[Cl-])(<-N=21)<-[n-]34)C(C)(C)CO5,[Pd+2]12(Cl)<-N3=C(C(c4c([H])c([H])c(C(C5=N->1C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])O5)([H])[H])n42)([H])[H])OC([H])([H])C3(C([H])([H])[H])C([H])([H])[H]
GACMAA,0,C1c2ccccc2[O-]->[Ru+2]234(<-[O-]c5ccccc5C=N->2c2ccccc2N=N->3c2ccccc2)<-N=1c1ccccc1N=N->4c1ccccc1,C1\c2ccccc2[O-]->[Ru+2]234(<-[O-]c5ccccc5/C=N->2\c2ccccc2/N=N->3/c2ccccc2)<-N=1\c1ccccc1/N=N->4/c1ccccc1,C1c2ccccc2[O-]->[Ru+2]234(<-[O-]c5ccccc5C=N->2c2ccccc2N=N->3c2ccccc2)<-N=1c1ccccc1N=N->4c1ccccc1,[Ru+2]1234(Oc5c([H])c([H])c([H])c([H])c5C(=N->1c1c([H])c([H])c([H])c([H])c1N=N->2c1c([H])c([H])c([H])c([H])c1[H])[H])Oc1c([H])c([H])c([H])c([H])c1C(=N->3c1c([H])c([H])c([H])c([H])c1N=N->4c1c([H])c([H])c([H])c([H])c1[H])[H]
GACMED,1,C[Si]1(C)[N-](c2ccccc2)->[Ti+4]2345<-[N-](c6ccccc6)[Si](C)(C)N->26CCN->31CCN->4([Si](C)(C)[N-]->5c1ccccc1)CC6,C[Si]1(C)[N-](c2ccccc2)->[Ti+4]2345<-[N-](c6ccccc6)[Si](C)(C)N->26CCN->31CCN->4([Si](C)(C)[N-]->5c1ccccc1)CC6,C[Si]1(C)[N-](c2ccccc2)->[Ti+4]2345<-[N-](c6ccccc6)[Si](C)(C)N->26CCN->31CCN->4([Si](C)(C)[N-]->5c1ccccc1)CC6,[Ti+4]12345<-N6([Si](C([H])([H])[H])(C([H])([H])[H])N1c1c([H])c([H])c([H])c([H])c1[H])C([H])([H])C([H])([H])N->2([Si](C([H])([H])[H])(C([H])([H])[H])N3c1c([H])c([H])c([H])c([H])c1[H])C([H])([H])C([H])([H])N->4([Si](C([H])([H])[H])(C([H])([H])[H])N5c1c([H])c([H])c([H])c([H])c1[H])C([H])([H])C6([H])[H]
GACMEE,0,[O+]#[C-]->[Ru+2]12(<-[Cl-])(<-[O-]c3ccccc3C=N->1c1ccccc1N=N->2c1ccccc1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1,[O+]#[C-]->[Ru+2]12(<-[Cl-])(<-[O-]c3ccccc3/C=N->1/c1ccccc1/N=N->2/c1ccccc1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1,[O+]#[C-]->[Ru+2]12(<-[Cl-])(<-[O-]c3ccccc3C=N->1c1ccccc1N=N->2c1ccccc1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1,[Ru+2]12(Cl)(<-P(c3c([H])c([H])c([H])c([H])c3[H])(c3c([H])c([H])c([H])c([H])c3[H])c3c([H])c([H])c([H])c([H])c3[H])(Oc3c([H])c([H])c([H])c([H])c3C(=N->1c1c([H])c([H])c([H])c([H])c1N=N->2c1c([H])c([H])c([H])c([H])c1[H])[H])<-[C-]#[O+]
GACMIH,1,C[Si]1(C)[N-](c2ccccc2)->[Ti+4]2345<-[N-](c6ccccc6)[Si](C)(C)N->26CCN->31CCN->4([Si](C)(C)[N-]->5c1ccccc1)CC6,C[Si]1(C)[N-](c2ccccc2)->[Ti+4]2345<-[N-](c6ccccc6)[Si](C)(C)N->26CCN->31CCN->4([Si](C)(C)[N-]->5c1ccccc1)CC6,C[Si]1(C)[N-](c2ccccc2)->[Ti+4]2345<-[N-](c6ccccc6)[Si](C)(C)N->26CCN->31CCN->4([Si](C)(C)[N-]->5c1ccccc1)CC6,[Ti+4]12345<-N6([Si](C([H])([H])[H])(C([H])([H])[H])N1c1c([H])c([H])c([H])c([H])c1[H])C([H])([H])C([H])([H])N->2([Si](C([H])([H])[H])(C([H])([H])[H])N3c1c([H])c([H])c([H])c([H])c1[H])C([H])([H])C([H])([H])N->4([Si](C([H])([H])[H])(C([H])([H])[H])N5c1c([H])c([H])c([H])c([H])c1[H])C([H])([H])C6([H])[H]
GACMII,0,[O+]#[C-]->[Ru+2]12(<-[Cl-])(<-[O-]c3ccc4ccccc4c3C=N->1c1ccccc1N=N->2c1ccccc1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1,[O+]#[C-]->[Ru+2]12(<-[Cl-])(<-[O-]c3ccc4ccccc4c3/C=N->1/c1ccccc1/N=N->2/c1ccccc1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1,[O+]#[C-]->[Ru+2]12(<-[Cl-])(<-[O-]c3ccc4ccccc4c3C=N->1c1ccccc1N=N->2c1ccccc1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1,N1(->[Ru+2]2(Cl)(<-P(c3c([H])c([H])c([H])c([H])c3[H])(c3c([H])c([H])c([H])c([H])c3[H])c3c([H])c([H])c([H])c([H])c3[H])(Oc3c([H])c([H])c4c(c3C(=N->2c2c(N=1)c([H])c([H])c([H])c2[H])[H])c([H])c([H])c([H])c4[H])<-[C-]#[O+])c1c([H])c([H])c([H])c([H])c1[H]
GACRAD,1,c1ccc(P(->[Au+]<-P(c2ccccc2)(c2ccccc2)c2ccccc2)(c2ccccc2)c2ccccc2)cc1,c1ccc(P(->[Au+]<-P(c2ccccc2)(c2ccccc2)c2ccccc2)(c2ccccc2)c2ccccc2)cc1,c1ccc(P(->[Au+]<-P(c2ccccc2)(c2ccccc2)c2ccccc2)(c2ccccc2)c2ccccc2)cc1,[Au+](<-P(c1c([H])c([H])c([H])c([H])c1[H])(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H])<-P(c1c([H])c([H])c([H])c([H])c1[H])(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H]
GACYUE,0,COc1ccc(OP2(Oc3ccc(OC)cc3)Oc3cccc4OP(Oc5ccc(OC)cc5)(Oc5ccc(OC)cc5)->[Pd+2]<-2(<-[I-])<-[c-]34)cc1,COc1ccc(OP2(Oc3ccc(OC)cc3)Oc3cccc4OP(Oc5ccc(OC)cc5)(Oc5ccc(OC)cc5)->[Pd@OH7+2]<-2(<-[I-])<-[c-]34)cc1,COc1ccc(OP2(Oc3ccc(OC)cc3)Oc3cccc4OP(Oc5ccc(OC)cc5)(Oc5ccc(OC)cc5)->[Pd+2]<-2(<-[I-])<-[c-]34)cc1,I[Pd+2]12<-P(Oc3c1c(OP->2(Oc1c([H])c([H])c(OC([H])([H])[H])c([H])c1[H])Oc1c([H])c([H])c(OC([H])([H])[H])c([H])c1[H])c([H])c([H])c3[H])(Oc1c([H])c([H])c(OC([H])([H])[H])c([H])c1[H])Oc1c([H])c([H])c(OC([H])([H])[H])c([H])c1[H]
GACYUH,0,COc1cc2CC3=C->[Pt+2]<-34(<-[O-]c3cccc5cccn->4c35)<-[c-]2cc1OC,COc1cc2CC3=C->[Pt+2]<-34(<-[O-]c3cccc5cccn->4c35)<-[c-]2cc1OC,COc1cc2CC3=C->[Pt+2]<-34(<-[O-]c3cccc5cccn->4c35)<-[c-]2cc1OC,[Pt+2]123(Oc4c5n->1c([H])c([H])c([H])c5c([H])c([H])c4[H])c1c(C(C->2([H])=C->3([H])[H])([H])[H])c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c1[H]
GADFAU,-1,c1ccc2[S-]->[Co+3]3(<-[NH-]c2c1)<-[NH-]c1ccccc1[S-]->3,c1ccc2[S-]->[Co+3]3(<-[NH-]c2c1)<-[NH-]c1ccccc1[S-]->3,c1ccc2[S-]->[Co+3]3(<-[NH-]c2c1)<-[NH-]c1ccccc1[S-]->3,[Co+3]12(Sc3c(c([H])c([H])c([H])c3[H])N1[H])Sc1c(c([H])c([H])c([H])c1[H])N2[H]
GADJEB,0,CSC1=NN(=Cc2ccccc2O)->[Re+5]23(<-[O-2])(<-[O-]c4ccccc4C=N->2N=C(SC)[S-]->3)<-[S-]1,CS/C1=N/N2=C/c3ccccc3[O-]->[Re+5]<-23(<-[O-2])(<-[S-]1)<-[S-]/C(=N\N->3=C/c1ccccc1O)SC,CSC1=NN(=Cc2ccccc2O)->[Re+5]23(<-[O-2])(<-[O-]c4ccccc4C=N->2N=C(SC)[S-]->3)<-[S-]1,[Re+5]123(SC(SC([H])([H])[H])=NN->1=C(c1c(O[H])c([H])c([H])c([H])c1[H])[H])(=O)<-N(=C([H])c1c(c([H])c([H])c([H])c1[H])O2)N=C(SC([H])([H])[H])S3
GADKON,0,Cc1cccc(C)n1->[Pd+2](<-[Cl-])(<-[Cl-])<-[C]1N(c2c(C(C)C)cccc2C(C)C)C=CN1c1c(C(C)C)cccc1C(C)C,Cc1cccc(C)n1->[Pd+2](<-[Cl-])(<-[Cl-])<-[C]1N(c2c(C(C)C)cccc2C(C)C)C=CN1c1c(C(C)C)cccc1C(C)C,Cc1cccc(C)n1->[Pd+2](<-[Cl-])(<-[Cl-])<-[C]1N(c2c(C(C)C)cccc2C(C)C)C=CN1c1c(C(C)C)cccc1C(C)C,[Pd+2](Cl)(Cl)(<-n1c(C([H])([H])[H])c([H])c([H])c([H])c1C([H])([H])[H])<-C1N(c2c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c([H])c2C([H])(C([H])([H])[H])C([H])([H])[H])C([H])=C([H])N1c1c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c([H])c1C([H])(C([H])([H])[H])C([H])([H])[H]
GADKUT,0,COc1cc2c(cc1OC)N(C13CC4CC(CC(C4)C1)C3)[C](->[Pd+2](<-[Cl-])(<-[Cl-])<-n1ccccc1)N2C12CC3CC(CC(C3)C1)C2,COc1cc2c(cc1OC)N([C@]13C[C@H]4C[C@H](C[C@H](C4)C1)C3)[C](->[Pd+2](<-[Cl-])(<-[Cl-])<-n1ccccc1)N2[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,COc1cc2c(cc1OC)N(C13CC4CC(CC(C4)C1)C3)[C](->[Pd+2](<-[Cl-])(<-[Cl-])<-n1ccccc1)N2C12CC3CC(CC(C3)C1)C2,[Pd+2](<-n1c([H])c([H])c([H])c([H])c1[H])(<-C1N(C23C([H])([H])C4([H])C([H])([H])C([H])(C2([H])[H])C([H])([H])C([H])(C3([H])[H])C4([H])[H])c2c(c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c2[H])N1C12C([H])([H])C3([H])C([H])([H])C([H])(C1([H])[H])C([H])([H])C([H])(C2([H])[H])C3([H])[H])(Cl)Cl
GADLAA,0,CC(C)c1cccc(C(C)C)c1N1C=CN(c2c(C(C)C)cccc2C(C)C)[C]1->[Pd+2](<-[Cl-])(<-[Cl-])<-n1cccc(Cl)c1,CC(C)c1cccc(C(C)C)c1N1C=CN(c2c(C(C)C)cccc2C(C)C)[C]1->[Pd+2](<-[Cl-])(<-[Cl-])<-n1cccc(Cl)c1,CC(C)c1cccc(C(C)C)c1N1C=CN(c2c(C(C)C)cccc2C(C)C)[C]1->[Pd+2](<-[Cl-])(<-[Cl-])<-n1cccc(Cl)c1,[Pd+2](Cl)(Cl)(<-n1c([H])c([H])c([H])c(Cl)c1[H])<-C1N(c2c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c([H])c2C([H])(C([H])([H])[H])C([H])([H])[H])C([H])=C([H])N1c1c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c([H])c1C([H])(C([H])([H])[H])C([H])([H])[H]
GADMEE,0,O=C1CC2C(=O)[O-]->[Co+3]34(<-NCCN->3)(<-[O-]1)<-[O-]C(=O)CN->42,O=C1C[C@@H]2C(=O)[O-]->[Co+3]34(<-NCCN->3)(<-[O-]1)<-[O-]C(=O)CN->42,O=C1CC2C(=O)[O-]->[Co+3]34(<-NCCN->3)(<-[O-]1)<-[O-]C(=O)CN->42,[Co+3]1234(<-N([H])(C([H])(C(=O)O1)C([H])([H])C(=O)O2)C([H])([H])C(=O)O3)<-N([H])([H])C([H])([H])C([H])([H])N->4([H])[H]
GADSIQ,0,Oc1ccccc1C1=NN2=Cc3cccc(O)c3[O-]->[Co+3]<-234(<-O=C(NN->3=Cc2cccc(O)c2[O-]->4)c2ccccc2O)<-[O-]1,Oc1ccccc1C1N/N2=C/c3cccc(O)c3[O-]->[Co@OH9+3]<-234(<-O=1)<-[O-]/C(=N\N->3=C\c1cccc(O)c1[O-]->4)c1ccccc1O,Oc1ccccc1C1=NN2=Cc3cccc(O)c3[O-]->[Co+3]<-234(<-O=C(NN->3=Cc2cccc(O)c2[O-]->4)c2ccccc2O)<-[O-]1,c12O[Co+3]345(<-N(=C(c1c([H])c([H])c([H])c2O[H])[H])N(C(c1c(O[H])c([H])c([H])c([H])c1[H])=O->3)[H])<-N(=C([H])c1c(c(O[H])c([H])c([H])c1[H])O4)N=C(c1c(O[H])c([H])c([H])c([H])c1[H])O5
GADWEN,0,C[C-](=O)->[Fe+2]1234(<-[C-]#[O+])(<-c5c->1c->2[cH-]->3c->45)<-P(c1ccccc1)(c1ccccc1)c1ccccc1,C[C-](=O)->[Fe+2]1234(<-[C-]#[O+])(<-c5c->1c->2[cH-]->3c->45)<-P(c1ccccc1)(c1ccccc1)c1ccccc1,C[C-](=O)->[Fe+2]1234(<-[C-]#[O+])(<-c5c->1c->2[cH-]->3c->45)<-P(c1ccccc1)(c1ccccc1)c1ccccc1,[Fe+2]1234(<-P(c5c([H])c([H])c([H])c([H])c5[H])(c5c([H])c([H])c([H])c([H])c5[H])c5c([H])c([H])c([H])c([H])c5[H])(<-[C-]#[O+])(C(=O)C([H])([H])[H])<-C5([H])=C->1([H])C->2([H])=C->3([H])C45[H]
GAFBAS,1,CNC1Nc2ccccc2[N-]2C(NC)=S->[Ru+2]<-234567(<-S=1)<-c1c->3c->4(C(C)C)c->5c->6c->71C,CNC1Nc2ccccc2[N-]2C(NC)=S->[Ru+2]<-234567(<-S=1)<-c1c->3c->4(C(C)C)c->5c->6c->71C,CNC1Nc2ccccc2[N-]2C(NC)=S->[Ru+2]<-234567(<-S=1)<-c1c->3c->4(C(C)C)c->5c->6c->71C,[Ru+2]1234567(<-S=C(N([H])C([H])([H])[H])N1c1c([H])c([H])c([H])c([H])c1N([H])C(=S->2)N([H])C([H])([H])[H])<-c1(C([H])([H])[H])c->3([H])c->4([H])c->5(C([H])(C([H])([H])[H])C([H])([H])[H])c->6([H])c->71[H]
GAFBEW,1,CC(C)NC1Nc2ccccc2[N-]2C(NC(C)C)=S->[Ru+2]<-234567(<-S=1)<-c1c->3c->4(C(C)C)c->5c->6c->71C,CC(C)NC1Nc2ccccc2[N-]2C(NC(C)C)=S->[Ru+2]<-234567(<-S=1)<-c1c->3c->4(C(C)C)c->5c->6c->71C,CC(C)NC1Nc2ccccc2[N-]2C(NC(C)C)=S->[Ru+2]<-234567(<-S=1)<-c1c->3c->4(C(C)C)c->5c->6c->71C,[Ru+2]1234567(<-S=C(N(C(C([H])([H])[H])(C([H])([H])[H])[H])[H])N1c1c([H])c([H])c([H])c([H])c1N(C(=S->2)N(C([H])(C([H])([H])[H])C([H])([H])[H])[H])[H])<-c1(C([H])([H])[H])c->3([H])c->4([H])c->5(C([H])(C([H])([H])[H])C([H])([H])[H])c->6([H])c->71[H]
GAFBIA,1,CNC1NCC[N-]2C(NC)=S->[Ru+2]<-234567(<-S=1)<-c1c->3c->4(C(C)C)c->5c->6c->71C,CNC1NCC[N-]2C(NC)=S->[Ru+2]<-234567(<-S=1)<-c1c->3c->4(C(C)C)c->5c->6c->71C,CNC1NCC[N-]2C(NC)=S->[Ru+2]<-234567(<-S=1)<-c1c->3c->4(C(C)C)c->5c->6c->71C,[Ru+2]1234567(<-S=C(N(C([H])([H])[H])[H])N1C([H])([H])C(N(C(=S->2)N(C([H])([H])[H])[H])[H])([H])[H])<-c1(C([H])([H])[H])c->3([H])c->4([H])c->5(C([H])(C([H])([H])[H])C([H])([H])[H])c->6([H])c->71[H]
GAFHAW,0,N#CC1(C#N)C2CC(C3->[Fe]45(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-C2=C->4C->5=3)C1(C#N)C#N,N#CC1(C#N)[C@@H]2C[C@@H](C3->[Fe]45(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-C(=C->42)C->5=3)C1(C#N)C#N,N#CC1(C#N)C2CC(C3->[Fe]45(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-C2=C->4C->5=3)C1(C#N)C#N,[Fe]123(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-C4([H])=C->1([H])C->2([H])=C->3([H])C1([H])C([H])([H])C4([H])C(C#N)(C#N)C1(C#N)C#N
GAFHEC,0,[Br-]->[Ni+2]1(<-[Br-])<-NCCCN->1=C(c1ccccc1)c1ccccc1,[Br-]->[Ni+2]1(<-[Br-])<-NCCCN->1=C(c1ccccc1)c1ccccc1,[Br-]->[Ni+2]1(<-[Br-])<-NCCCN->1=C(c1ccccc1)c1ccccc1,N12=C(c3c([H]->[Ni+2]<-1(<-N([H])([H])C(C([H])([H])C2([H])[H])([H])[H])(Br)Br)c([H])c([H])c([H])c3[H])c1c([H])c([H])c([H])c([H])c1[H]
GAFRIO,1,Cc1ccn(->[Pd+2]2(<-[CH3-])<-n3ccccc3-c3ccccn->23)cc1,Cc1ccn(->[Pd+2]2(<-[CH3-])<-n3ccccc3-c3ccccn->23)cc1,Cc1ccn(->[Pd+2]2(<-[CH3-])<-n3ccccc3-c3ccccn->23)cc1,[Pd+2]1(C([H])([H])[H])(<-n2c(-c3n->1c([H])c([H])c([H])c3[H])c([H])c([H])c([H])c2[H])<-n1c([H])c([H])c(C([H])([H])[H])c([H])c1[H]
GAFSEO,0,Cc1cc(C)c(N2C=CN(c3c(C)cc(C)cc3C)[C]2->[Ru](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-P(C)(C)C)c(C)c1,Cc1cc(C)c(N2C=CN(c3c(C)cc(C)cc3C)[C]2->[Ru](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-P(C)(C)C)c(C)c1,Cc1cc(C)c(N2C=CN(c3c(C)cc(C)cc3C)[C]2->[Ru](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-P(C)(C)C)c(C)c1,[Ru](<-P(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-C1N(c2c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c2C([H])([H])[H])C([H])=C([H])N1c1c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c1C([H])([H])[H]
GAFZOC,0,O=C1[O-]->[Mo+4]23456789(<-[O-]1)(<-c1c->2c->3[cH-]->4c->51)<-c1c->6c->7[cH-]->8c->91,O=C1[O-]->[Mo+4]23456789(<-[O-]1)(<-c1c->2c->3[cH-]->4c->51)<-c1c->6c->7[cH-]->8c->91,O=C1[O-]->[Mo+4]23456789(<-[O-]1)(<-c1c->2c->3[cH-]->4c->51)<-c1c->6c->7[cH-]->8c->91,[Mo+4]123456789(<-C%10([H])=C->1([H])C2([H])C->3([H])=C->4%10[H])(<-C1([H])=C->5([H])C6([H])C->7([H])=C->81[H])OC(=O)O9
GAGBUO,0,CCO1CC(C)[CH2-]->[Pd+2]<-12<-[O-]S(=O)(=O)c1ccccc1P->2(c1ccccc1OC)c1ccccc1OC,CCO1C[C@@H](C)[CH2-]->[Pd@OH4+2]<-12<-[O-]S(=O)(=O)c1ccccc1P->2(c1ccccc1OC)c1ccccc1OC,,C1([H])([H])C([H])(C([H])([H])O(C([H])([H])C([H])([H])[H])->[Pd+2]12OS(c1c(P->2(c2c([H])c([H])c([H])c([H])c2OC([H])([H])[H])c2c([H])c([H])c([H])c([H])c2OC([H])([H])[H])c([H])c([H])c([H])c1[H])(=O)=O)C([H])([H])[H]
